dist_km,elevation_m,grade_pct,curvature_deg_100m,speed_kmh,legal_kmh,limit_source,lat,lon
8.375,450.9,7.15,7.56,70.0,70,osm,48.89419,12.97855
8.4,452.7,6.98,10.29,70.0,70,osm,48.89441,12.97862
8.425,454.5,6.81,8.04,70.0,70,osm,48.89463,12.97868
8.45,456.1,6.64,6.78,70.0,70,stvo,48.89486,12.97873
8.475,457.7,6.49,5.69,70.0,70,osm,48.89508,12.97876
8.5,459.2,6.36,5.37,70.0,70,osm,48.89531,12.97879
8.525,460.7,6.25,2.89,70.0,70,osm,48.89553,12.97881
8.55,462.2,6.16,2.89,70.0,70,osm,48.89575,12.97883
8.575,463.6,6.07,2.57,70.0,70,stvo,48.89598,12.97884
8.6,465.1,6.0,2.43,70.0,70,stvo,48.8962,12.97885
8.625,466.6,5.94,4.08,70.0,70,osm,48.89643,12.97885
8.65,468.1,5.9,5.63,70.0,70,osm,48.89665,12.97887
8.675,469.7,5.85,8.32,70.0,70,osm,48.89688,12.97889
8.7,471.2,5.79,11.58,70.0,70,osm,48.8971,12.97892
8.725,472.7,5.74,12.51,70.0,70,osm,48.89732,12.97897
8.75,474.1,5.7,10.83,74.9,100,osm,48.89754,12.97904
8.775,475.5,5.64,9.61,79.5,100,osm,48.89776,12.97914
8.8,476.9,5.55,9.59,83.9,100,osm,48.89797,12.97925
8.825,478.2,5.44,9.68,88.0,100,osm,48.89818,12.97936
8.85,479.5,5.34,13.67,88.0,100,osm,48.8984,12.97946
8.875,480.9,5.24,14.57,88.0,100,osm,48.89862,12.97955
8.9,482.2,5.14,18.92,88.0,100,osm,48.89884,12.9796
8.925,483.5,5.02,19.64,88.0,100,osm,48.89906,12.97961
8.95,484.8,4.84,17.28,88.0,100,osm,48.89929,12.97961
8.975,486.0,4.61,11.69,88.0,100,osm,48.89951,12.97958
9.0,487.2,4.32,10.41,88.0,100,osm,48.89973,12.97951
9.025,488.4,3.98,5.73,88.0,100,osm,48.89995,12.97944
9.05,489.6,3.59,2.34,88.0,100,osm,48.90017,12.97936
9.075,490.6,3.19,0.65,88.0,100,osm,48.90039,12.97929
9.1,491.4,2.79,0.55,88.0,100,stvo,48.90061,12.97922
9.125,492.1,2.37,0.53,88.0,100,stvo,48.90083,12.97915
9.15,492.5,1.92,0.23,88.0,100,osm,48.90105,12.97907
9.175,492.8,1.45,0.23,88.0,100,osm,48.90127,12.979
9.2,493.0,0.96,0.23,88.0,100,stvo,48.90149,12.97893
9.225,493.1,0.5,0.17,88.0,100,stvo,48.90171,12.97886
9.25,493.1,0.07,0.0,88.0,100,stvo,48.90193,12.97878
9.275,493.1,-0.32,0.07,88.0,100,stvo,48.90215,12.97871
9.3,493.0,-0.62,0.07,88.0,100,osm,48.90237,12.97864
9.325,492.8,-0.86,0.07,88.0,100,osm,48.90259,12.97856
9.35,492.4,-1.04,0.91,88.0,100,osm,48.90281,12.97849
