dist_km,elevation_m,grade_pct,curvature_deg_100m,speed_kmh,legal_kmh,limit_source,lat,lon
14.075,585.0,3.99,6.18,88.0,100,osm,48.94449,12.97821
14.1,586.0,3.61,6.61,88.0,100,osm,48.94471,12.97826
14.125,587.0,3.19,4.15,88.0,100,osm,48.94493,12.97832
14.15,587.8,2.75,4.08,88.0,100,osm,48.94515,12.97839
14.175,588.5,2.3,2.74,88.0,100,osm,48.94537,12.97846
14.2,589.1,1.86,1.2,88.0,100,osm,48.94559,12.97854
14.225,589.5,1.34,1.84,88.0,100,stvo,48.94581,12.97862
14.25,589.8,0.75,4.48,86.2,100,stvo,48.94602,12.9787
14.275,589.9,0.09,6.53,80.0,80,osm,48.94624,12.97878
14.3,589.8,-0.6,7.05,80.0,80,osm,48.94646,12.97885
14.325,589.7,-1.33,9.86,80.0,80,osm,48.94669,12.97889
14.35,589.5,-2.06,9.87,80.0,80,osm,48.94691,12.97893
14.375,589.1,-2.77,8.38,80.0,80,osm,48.94713,12.97895
14.4,588.3,-3.46,8.69,80.0,80,osm,48.94736,12.97896
14.425,587.3,-4.11,10.0,80.0,80,osm,48.94758,12.97895
14.45,586.0,-4.71,8.19,80.0,80,osm,48.94781,12.97894
14.475,584.5,-5.28,6.64,80.0,80,osm,48.94803,12.9789
14.5,582.9,-5.82,5.47,80.0,80,osm,48.94825,12.97886
14.525,581.2,-6.26,3.5,80.0,80,stvo,48.94848,12.9788
14.55,579.4,-6.56,2.6,80.0,80,osm,48.9487,12.97875
14.575,577.5,-6.73,1.79,84.3,100,stvo,48.94892,12.97869
14.6,575.7,-6.76,1.94,80.0,80,osm,48.94914,12.97863
14.625,573.9,-6.67,2.31,80.0,80,stvo,48.94936,12.97856
14.65,572.0,-6.47,1.85,80.0,80,osm,48.94958,12.9785
14.675,570.3,-6.18,1.05,80.0,80,osm,48.9498,12.97843
14.7,568.6,-5.84,1.03,80.0,80,stvo,48.95002,12.97837
14.725,567.1,-5.48,1.29,84.3,100,osm,48.95025,12.9783
14.75,565.7,-5.07,0.88,88.0,100,osm,48.95047,12.97824
14.775,564.5,-4.63,2.34,88.0,100,osm,48.95069,12.97817
14.8,563.5,-4.13,3.19,88.0,100,stvo,48.95091,12.97811
14.825,562.6,-3.6,3.8,88.0,100,osm,48.95113,12.97804
14.85,561.8,-3.05,4.63,88.0,100,osm,48.95135,12.97796
14.875,561.1,-2.51,5.07,88.0,100,osm,48.95156,12.97787
14.9,560.5,-2.01,3.81,88.0,100,osm,48.95178,12.97778
14.925,560.0,-1.55,2.83,88.0,100,stvo,48.95199,12.97768
14.95,559.7,-1.14,2.73,88.0,100,osm,48.95221,12.97757
14.975,559.5,-0.79,1.5,88.0,100,osm,48.95242,12.97746
15.0,559.5,-0.47,0.89,88.0,100,osm,48.95264,12.97736
15.025,559.6,-0.18,0.69,88.0,100,stvo,48.95285,12.97724
15.05,559.7,0.06,0.69,88.0,100,stvo,48.95306,12.97713
15.075,559.9,0.25,0.01,88.0,100,stvo,48.95327,12.97702
15.1,560.1,0.36,0.0,88.0,100,stvo,48.95349,12.97691
15.125,560.3,0.41,0.0,88.0,100,stvo,48.9537,12.9768
15.15,560.4,0.41,0.0,88.0,100,stvo,48.95391,12.97668
15.175,560.6,0.35,1.18,88.0,100,stvo,48.95412,12.97657
15.2,560.7,0.26,1.23,88.0,100,osm,48.95433,12.97646
15.225,560.7,0.15,1.66,88.0,100,osm,48.95455,12.97635
15.25,560.7,0.03,2.02,88.0,100,osm,48.95476,12.97623
15.275,560.7,-0.09,2.02,88.0,100,osm,48.95497,12.97611
15.3,560.7,-0.21,0.84,88.0,100,osm,48.95518,12.97599
15.325,560.6,-0.34,0.8,88.0,100,stvo,48.95539,12.97587
15.35,560.5,-0.48,0.36,88.0,100,stvo,48.9556,12.97576
15.375,560.4,-0.64,0.69,88.0,100,stvo,48.95581,12.97564
15.4,560.2,-0.8,3.4,81.9,100,stvo,48.95603,12.97553
15.425,560.0,-0.95,7.2,75.3,100,stvo,48.95624,12.97541
15.45,559.8,-1.1,9.88,68.1,100,stvo,48.95645,12.9753
15.475,559.6,-1.24,16.39,60.0,60,osm,48.95667,12.97521
15.5,559.2,-1.39,18.06,60.0,60,osm,48.95689,12.97515
15.525,558.8,-1.54,20.38,60.0,60,osm,48.95711,12.97511
15.55,558.3,-1.69,21.0,60.0,60,osm,48.95734,12.97511
15.575,557.9,-1.83,26.29,60.0,60,osm,48.95756,12.97513
15.6,557.4,-1.95,21.99,60.0,60,osm,48.95778,12.97519
15.625,556.9,-2.05,23.77,60.0,60,osm,48.958,12.97528
15.65,556.3,-2.13,24.42,60.0,60,osm,48.9582,12.97543
15.675,555.7,-2.2,23.28,60.0,60,osm,48.9584,12.97559
15.7,555.1,-2.26,16.84,60.0,60,osm,48.95858,12.97578
15.725,554.5,-2.31,14.9,60.0,60,osm,48.95876,12.97601
15.75,554.0,-2.34,10.79,60.0,60,osm,48.95891,12.97625
15.775,553.4,-2.37,5.12,60.0,60,osm,48.95907,12.9765
15.8,552.8,-2.4,1.82,60.0,60,osm,48.95922,12.97674
15.825,552.2,-2.42,0.37,60.0,60,stvo,48.95938,12.97699
15.85,551.6,-2.44,0.14,60.0,60,stvo,48.95954,12.97724
15.875,550.9,-2.48,3.93,65.7,100,osm,48.95969,12.97749
15.9,550.3,-2.55,4.26,70.9,100,osm,48.95985,12.97773
15.925,549.8,-2.63,10.36,75.8,100,stvo,48.96,12.97798
15.95,549.1,-2.69,15.61,80.3,100,stvo,48.96017,12.97821
15.975,548.5,-2.74,23.15,84.0,100,stvo,48.96034,12.97843
16.0,547.8,-2.78,24.67,78.8,100,stvo,48.96053,12.97862
16.025,547.1,-2.79,31.58,71.9,100,stvo,48.96073,12.97877
16.05,546.3,-2.78,29.49,74.4,100,stvo,48.96094,12.97887
16.075,545.5,-2.75,25.51,79.1,100,stvo,48.96116,12.97893
16.1,544.8,-2.71,20.34,83.5,100,stvo,48.96139,12.97894
16.125,544.0,-2.65,17.17,87.6,100,stvo,48.96161,12.97892
16.15,543.2,-2.58,11.19,88.0,100,stvo,48.96184,12.97889
16.175,542.6,-2.5,7.18,88.0,100,stvo,48.96206,12.97884
16.2,542.0,-2.4,6.21,88.0,100,osm,48.96228,12.97878
16.225,541.5,-2.27,5.62,88.0,100,stvo,48.9625,12.97872
16.25,541.0,-2.13,3.82,88.0,100,osm,48.96272,12.97866
16.275,540.5,-1.98,2.86,88.0,100,osm,48.96295,12.97861
16.3,540.1,-1.83,2.89,88.0,100,osm,48.96317,12.97857
16.325,539.6,-1.68,2.52,88.0,100,osm,48.96339,12.97854
16.35,539.1,-1.56,0.68,88.0,100,osm,48.96362,12.9785
16.375,538.7,-1.43,0.34,88.0,100,osm,48.96384,12.97847
16.4,538.4,-1.31,0.03,88.0,100,osm,48.96406,12.97843
16.425,538.0,-1.18,0.05,88.0,100,stvo,48.96429,12.9784
16.45,537.8,-1.04,0.13,88.0,100,stvo,48.96451,12.97836
16.475,537.5,-0.9,0.18,88.0,100,osm,48.96473,12.97833
16.5,537.3,-0.79,0.18,88.0,100,osm,48.96496,12.9783
16.525,537.2,-0.7,0.18,88.0,100,osm,48.96518,12.97826
16.55,537.1,-0.63,0.15,88.0,100,stvo,48.96541,12.97823
16.575,537.0,-0.57,0.07,88.0,100,osm,48.96563,12.97819
16.6,536.9,-0.52,0.02,88.0,100,osm,48.96585,12.97816
16.625,536.8,-0.49,0.23,88.0,100,osm,48.96608,12.97812
16.65,536.7,-0.46,0.46,88.0,100,stvo,48.9663,12.97809
16.675,536.6,-0.41,0.44,88.0,100,osm,48.96652,12.97805
16.7,536.5,-0.34,0.44,88.0,100,osm,48.96675,12.97802
16.725,536.3,-0.26,0.44,88.0,100,stvo,48.96697,12.97798
16.75,536.2,-0.17,0.23,88.0,100,stvo,48.96719,12.97794
16.775,536.1,-0.06,0.0,88.0,100,stvo,48.96742,12.9779
16.8,536.0,0.08,0.0,88.0,100,stvo,48.96764,12.97786
16.825,536.0,0.23,0.48,88.0,100,stvo,48.96786,12.97783
16.85,536.0,0.39,0.56,88.0,100,osm,48.96809,12.97779
16.875,536.2,0.57,0.56,88.0,100,osm,48.96831,12.97775
16.9,536.4,0.75,0.56,88.0,100,osm,48.96853,12.97771
16.925,536.7,0.91,0.56,88.0,100,stvo,48.96876,12.97768
16.95,537.0,1.06,0.07,88.0,100,stvo,48.96898,12.97765
16.975,537.3,1.16,0.0,88.0,100,stvo,48.96921,12.97761
17.0,537.7,1.21,0.0,88.0,100,stvo,48.96943,12.97758
17.025,538.1,1.21,0.0,88.0,100,stvo,48.96965,12.97755
17.05,538.4,1.19,0.03,88.0,100,stvo,48.96988,12.97751
17.075,538.8,1.16,5.44,88.0,100,stvo,48.9701,12.97748
17.1,539.2,1.11,5.44,88.0,100,osm,48.97032,12.97744
17.125,539.4,1.05,8.73,88.0,100,osm,48.97055,12.97741
17.15,539.7,0.98,12.17,88.0,100,osm,48.97077,12.97742
17.175,539.8,0.94,13.25,88.0,100,osm,48.971,12.97742
17.2,540.0,0.89,11.52,88.0,100,osm,48.97122,12.97745
17.225,540.1,0.84,11.52,88.0,100,osm,48.97144,12.97751
17.25,540.3,0.81,13.3,88.0,100,osm,48.97166,12.97758
17.275,540.4,0.8,10.29,88.0,100,osm,48.97188,12.97767
17.3,540.6,0.8,9.36,88.0,100,osm,48.9721,12.97776
17.325,540.9,0.82,8.53,88.0,100,osm,48.97231,12.97789
17.35,541.1,0.83,8.53,88.0,100,osm,48.97251,12.97802
17.375,541.3,0.84,3.47,88.0,100,osm,48.97272,12.97815
17.4,541.6,0.84,3.03,88.0,100,osm,48.97292,12.9783
17.425,541.8,0.85,2.84,88.0,100,stvo,48.97312,12.97845
17.45,542.1,0.84,0.0,88.0,100,stvo,48.97333,12.9786
17.475,542.3,0.82,0.1,88.0,100,stvo,48.97353,12.97875
17.5,542.5,0.8,0.14,88.0,100,stvo,48.97373,12.97891
17.525,542.7,0.79,0.14,88.0,100,stvo,48.97393,12.97906
17.55,542.8,0.8,1.41,88.0,100,stvo,48.97413,12.97921
17.575,543.0,0.79,2.19,88.0,100,stvo,48.97434,12.97936
17.6,543.1,0.78,6.14,81.9,100,stvo,48.97454,12.97951
17.625,543.3,0.76,6.55,75.3,100,stvo,48.97474,12.97965
17.65,543.5,0.72,6.55,68.1,100,osm,48.97495,12.97979
17.675,543.7,0.64,7.59,60.0,60,osm,48.97516,12.97989
17.7,544.0,0.52,7.83,60.0,60,stvo,48.97538,12.98
17.725,544.2,0.37,3.78,60.0,60,osm,48.97559,12.9801
17.75,544.4,0.18,3.33,65.7,100,osm,48.97581,12.98019
17.775,544.6,-0.05,3.33,60.0,60,stvo,48.97602,12.98027
17.8,544.6,-0.31,5.92,60.0,60,stvo,48.97624,12.98035
17.825,544.6,-0.6,5.1,60.0,60,osm,48.97646,12.98043
17.85,544.4,-0.94,5.23,60.0,60,osm,48.97668,12.98051
17.875,544.1,-1.31,8.57,60.0,60,osm,48.9769,12.98056
17.9,543.7,-1.68,8.57,60.0,60,osm,48.97713,12.9806
17.925,543.2,-2.05,3.66,60.0,60,osm,48.97735,12.98065
17.95,542.6,-2.4,3.46,60.0,60,osm,48.97757,12.98066
17.975,541.9,-2.73,3.46,60.0,60,stvo,48.9778,12.98068
18.0,541.1,-3.0,0.14,60.0,60,osm,48.97802,12.9807
18.025,540.3,-3.24,0.14,60.0,60,osm,48.97825,12.98072
18.05,539.4,-3.44,0.44,60.0,60,osm,48.97847,12.98073
18.075,538.4,-3.62,0.45,60.0,60,osm,48.9787,12.98075
18.1,537.4,-3.76,0.5,60.0,60,osm,48.97892,12.98077
18.125,536.4,-3.88,0.79,59.5,60,osm,48.97915,12.98079
18.15,535.4,-3.95,0.79,50.0,50,osm,48.97937,12.9808
18.175,534.4,-3.99,0.49,50.0,50,osm,48.97959,12.98082
18.2,533.3,-3.98,0.47,50.0,50,stvo,48.97982,12.98084
18.225,532.3,-3.94,0.3,50.0,50,stvo,48.98004,12.98085
18.25,531.3,-3.87,0.0,50.0,50,stvo,48.98027,12.98087
18.275,530.3,-3.79,0.0,50.0,50,stvo,48.98049,12.98088
18.3,529.3,-3.69,0.02,50.0,50,stvo,48.98072,12.9809
18.325,528.3,-3.57,0.22,50.0,50,stvo,48.98094,12.98091
18.35,527.5,-3.44,0.22,56.7,60,osm,48.98117,12.98093
18.375,526.6,-3.29,0.22,60.0,60,osm,48.98139,12.98095
18.4,525.8,-3.13,0.26,60.0,60,osm,48.98162,12.98096
18.425,525.0,-2.97,0.27,60.0,60,stvo,48.98184,12.98098
18.45,524.3,-2.81,0.59,60.0,60,osm,48.98207,12.981
18.475,523.6,-2.68,2.62,60.0,60,osm,48.98229,12.98101
18.5,523.0,-2.58,2.65,60.0,60,osm,48.98251,12.98103
18.525,522.4,-2.51,2.67,60.0,60,osm,48.98274,12.98104
18.55,521.9,-2.44,2.78,60.0,60,osm,48.98296,12.98104
18.575,521.4,-2.37,3.2,60.0,60,osm,48.98319,12.98104
18.6,520.8,-2.3,3.38,60.0,60,osm,48.98341,12.98104
18.625,520.3,-2.23,3.36,60.0,60,osm,48.98364,12.98104
18.65,519.7,-2.16,3.48,60.0,60,stvo,48.98386,12.98103
18.675,519.1,-2.08,3.7,60.0,60,osm,48.98409,12.98101
18.7,518.5,-2.01,3.16,60.0,60,osm,48.98431,12.98098
18.725,517.9,-1.92,0.94,60.0,60,stvo,48.98454,12.98095
18.75,517.4,-1.78,0.99,60.0,60,osm,48.98476,12.98092
18.775,517.0,-1.61,1.02,60.0,60,osm,48.98498,12.98089
18.8,516.6,-1.43,0.74,60.0,60,osm,48.98521,12.98086
18.825,516.2,-1.23,0.34,60.0,60,osm,48.98543,12.98083
18.85,515.9,-1.04,0.34,60.0,60,osm,48.98565,12.9808
18.875,515.6,-0.86,0.28,65.7,100,stvo,48.98588,12.98077
18.9,515.5,-0.71,0.06,70.9,100,stvo,48.9861,12.98074
18.925,515.5,-0.56,0.06,68.1,100,stvo,48.98633,12.98071
18.95,515.4,-0.44,0.12,60.0,60,osm,48.98655,12.98068
18.975,515.4,-0.31,0.33,60.0,60,osm,48.98677,12.98065
19.0,515.4,-0.17,0.33,60.0,60,osm,48.987,12.98062
19.025,515.3,-0.04,0.33,65.7,100,stvo,48.98722,12.98059
19.05,515.3,0.07,0.27,70.9,100,stvo,48.98745,12.98055
19.075,515.3,0.17,0.21,75.8,100,stvo,48.98767,12.98052
19.1,515.2,0.29,0.0,80.3,100,stvo,48.98789,12.98049
19.125,515.3,0.4,0.0,84.6,100,stvo,48.98812,12.98046
19.15,515.3,0.52,0.65,86.2,100,stvo,48.98834,12.98043
19.175,515.5,0.63,0.79,80.0,80,osm,48.98857,12.98039
19.2,515.7,0.73,0.79,80.0,80,osm,48.98879,12.98036
19.225,516.0,0.82,0.79,80.0,80,osm,48.98901,12.98034
19.25,516.3,0.86,1.05,80.0,80,stvo,48.98924,12.98031
19.275,516.6,0.83,0.62,80.0,80,stvo,48.98946,12.98028
19.3,516.9,0.74,0.48,84.3,100,osm,48.98969,12.98026
19.325,517.2,0.64,0.48,88.0,100,osm,48.98991,12.98023
19.35,517.5,0.51,0.48,88.0,100,stvo,48.99013,12.9802
19.375,517.7,0.37,0.21,88.0,100,stvo,48.99036,12.98017
19.4,517.8,0.22,0.0,88.0,100,stvo,48.99058,12.98014
19.425,517.7,0.11,0.83,88.0,100,stvo,48.99081,12.98011
19.45,517.6,0.04,2.54,86.2,100,stvo,48.99103,12.98008
19.475,517.4,0.01,5.3,80.0,80,osm,48.99125,12.98005
19.5,517.3,-0.0,7.76,80.0,80,osm,48.99148,12.98003
19.525,517.1,0.01,10.11,80.0,80,osm,48.9917,12.98002
19.55,516.9,0.07,12.02,80.0,80,osm,48.99193,12.98003
19.575,516.9,0.18,11.45,80.0,80,osm,48.99215,12.98006
19.6,517.0,0.31,10.03,80.0,80,osm,48.99237,12.9801
19.625,517.2,0.42,9.19,80.0,80,osm,48.9926,12.98017
19.65,517.5,0.53,8.45,80.0,80,osm,48.99281,12.98024
19.675,517.8,0.63,5.71,80.0,80,osm,48.99303,12.98033
19.7,518.0,0.71,4.56,80.0,80,osm,48.99325,12.98042
19.725,518.3,0.72,4.36,80.0,80,stvo,48.99346,12.98053
19.75,518.5,0.69,3.28,80.0,80,stvo,48.99368,12.98064
19.775,518.7,0.63,2.49,84.3,100,osm,48.99389,12.98074
19.8,518.9,0.56,2.54,80.0,80,osm,48.9941,12.98086
19.825,519.0,0.46,2.67,80.0,80,stvo,48.99431,12.98098
19.85,519.1,0.33,1.8,80.0,80,osm,48.99452,12.98109
19.875,519.1,0.17,1.3,80.0,80,osm,48.99474,12.98121
19.9,519.1,0.02,0.69,80.0,80,osm,48.99495,12.98132
19.925,519.2,-0.13,1.86,80.0,80,osm,48.99516,12.98143
19.95,519.2,-0.32,5.8,80.0,80,osm,48.99537,12.98154
19.975,519.1,-0.54,13.8,80.0,80,osm,48.99559,12.98165
20.0,519.0,-0.79,20.61,80.0,80,osm,48.9958,12.98176
20.025,518.8,-1.04,24.74,80.0,80,osm,48.99602,12.98183
20.05,518.6,-1.31,27.94,76.5,80,osm,48.99624,12.98185
20.075,518.3,-1.61,29.61,74.3,80,osm,48.99647,12.98181
20.1,517.9,-1.93,24.4,78.9,80,osm,48.99669,12.98174
20.125,517.4,-2.24,18.23,80.0,80,osm,48.9969,12.98164
20.15,516.7,-2.52,14.42,80.0,80,osm,48.99711,12.9815
20.175,516.0,-2.78,10.83,80.0,80,osm,48.9973,12.98134
20.2,515.2,-3.0,5.47,80.0,80,osm,48.9975,12.98117
20.225,514.3,-3.18,2.43,80.0,80,osm,48.9977,12.981
20.25,513.4,-3.28,1.94,80.0,80,osm,48.99789,12.98083
20.275,512.4,-3.3,4.65,80.0,80,osm,48.99809,12.98067
20.3,511.4,-3.25,6.98,80.0,80,osm,48.99829,12.98051
20.325,510.5,-3.14,13.02,80.0,80,osm,48.99849,12.98035
20.35,509.5,-2.97,17.27,80.0,80,osm,48.99869,12.98021
20.375,508.7,-2.75,21.14,80.0,80,osm,48.9989,12.98009
20.4,508.1,-2.45,21.16,80.0,80,osm,48.99912,12.98002
20.425,507.5,-2.13,21.94,80.0,80,osm,48.99935,12.97998
20.45,507.0,-1.78,21.35,80.0,80,osm,48.99957,12.97998
20.475,506.6,-1.42,19.4,80.0,80,stvo,48.9998,12.97999
20.5,506.3,-1.05,16.3,80.0,80,osm,49.00002,12.98004
20.525,506.1,-0.68,13.29,80.0,80,osm,49.00024,12.98012
20.55,506.0,-0.32,9.38,80.0,80,osm,49.00045,12.98023
20.575,506.0,0.05,3.56,80.0,80,stvo,49.00066,12.98034
20.6,506.1,0.41,1.26,80.0,80,osm,49.00088,12.98045
20.625,506.2,0.78,0.28,84.3,100,osm,49.00109,12.98056
20.65,506.4,1.11,0.04,88.0,100,stvo,49.0013,12.98066
20.675,506.7,1.4,0.27,88.0,100,stvo,49.00152,12.98077
20.7,507.1,1.67,0.5,88.0,100,stvo,49.00173,12.98088
20.725,507.6,1.91,0.5,88.0,100,stvo,49.00194,12.98099
20.75,508.2,2.1,0.5,88.0,100,stvo,49.00215,12.9811
20.775,508.9,2.26,0.5,88.0,100,stvo,49.00237,12.98121
20.8,509.6,2.39,0.24,88.0,100,stvo,49.00258,12.98133
20.825,510.3,2.48,0.0,86.2,100,stvo,49.00279,12.98144
20.85,511.0,2.54,0.25,80.0,80,osm,49.003,12.98155
20.875,511.8,2.56,0.3,80.0,80,osm,49.00322,12.98166
20.9,512.4,2.54,0.3,80.0,80,osm,49.00343,12.98178
20.925,513.0,2.48,0.3,84.3,100,stvo,49.00364,12.98189
20.95,513.6,2.4,0.3,88.0,100,stvo,49.00385,12.982
20.975,514.1,2.28,0.28,88.0,100,stvo,49.00407,12.98211
21.0,514.7,2.13,0.67,86.2,100,stvo,49.00428,12.98222
21.025,515.3,1.94,1.52,80.0,80,osm,49.00449,12.98233
21.05,515.8,1.74,2.06,80.0,80,osm,49.00471,12.98244
21.075,516.3,1.54,3.76,80.0,80,osm,49.00492,12.98254
21.1,516.8,1.31,6.48,80.0,80,osm,49.00514,12.98264
21.125,517.1,1.06,8.05,80.0,80,osm,49.00535,12.98274
21.15,517.4,0.81,7.26,80.0,80,osm,49.00557,12.98282
21.175,517.6,0.55,6.77,80.0,80,osm,49.00579,12.98289
21.2,517.6,0.28,7.78,80.0,80,stvo,49.00601,12.98293
21.225,517.6,0.02,6.26,80.0,80,stvo,49.00624,12.98298
21.25,517.5,-0.23,6.48,80.0,80,osm,49.00646,12.98303
21.275,517.3,-0.47,7.06,80.0,80,osm,49.00668,12.98306
21.3,517.1,-0.68,8.27,80.0,80,osm,49.00691,12.98307
21.325,516.9,-0.87,5.82,80.0,80,osm,49.00713,12.98307
21.35,516.7,-1.05,4.41,80.0,80,osm,49.00736,12.98307
21.375,516.4,-1.21,2.19,80.0,80,stvo,49.00758,12.98306
21.4,516.1,-1.37,2.06,80.0,80,osm,49.00781,12.98304
21.425,515.7,-1.51,0.86,80.0,80,osm,49.00803,12.98303
21.45,515.4,-1.66,0.6,80.0,80,osm,49.00825,12.98302
21.475,515.0,-1.79,0.75,80.0,80,osm,49.00848,12.983
21.5,514.5,-1.89,1.45,80.0,80,stvo,49.0087,12.98299
21.525,514.0,-1.98,1.02,74.9,80,osm,49.00893,12.98297
21.55,513.4,-2.05,2.09,67.6,80,osm,49.00915,12.98296
21.575,512.8,-2.12,2.15,59.5,80,stvo,49.00938,12.98295
21.6,512.2,-2.17,2.19,50.0,50,stvo,49.0096,12.98294
21.625,511.5,-2.21,1.66,50.0,50,stvo,49.00983,12.98292
21.65,511.0,-2.23,1.6,50.0,50,stvo,49.01005,12.9829
21.675,510.5,-2.22,1.01,50.0,50,stvo,49.01028,12.98289
21.7,509.9,-2.19,4.26,50.0,50,stvo,49.0105,12.98287
21.725,509.4,-2.14,6.07,50.0,50,stvo,49.01073,12.98286
21.75,508.9,-2.08,5.95,50.0,50,stvo,49.01095,12.98285
21.775,508.3,-2.01,6.86,50.0,50,stvo,49.01117,12.98286
21.8,507.8,-1.93,7.56,50.0,50,stvo,49.0114,12.98289
21.825,507.3,-1.84,13.45,50.0,50,stvo,49.01162,12.98292
21.85,506.8,-1.75,21.31,50.0,50,stvo,49.01185,12.98294
21.875,506.3,-1.63,25.99,50.0,50,stvo,49.01207,12.98295
21.9,505.9,-1.5,28.49,50.0,50,stvo,49.01229,12.9829
21.925,505.5,-1.35,29.77,50.0,50,osm,49.0125,12.98277
21.95,505.2,-1.18,28.42,50.0,50,osm,49.0127,12.98261
21.975,504.9,-0.99,35.53,50.0,50,osm,49.01289,12.98243
22.0,504.7,-0.79,58.39,50.0,50,osm,49.01309,12.98226
22.025,504.5,-0.56,78.87,45.5,50,osm,49.0133,12.98215
22.05,504.4,-0.31,113.01,38.0,50,osm,49.01352,12.98217
22.075,504.3,-0.03,128.83,35.6,100,osm,49.0137,12.98236
22.1,504.3,0.27,136.48,34.6,100,osm,49.01391,12.9824
22.125,504.3,0.59,116.98,37.4,100,osm,49.01408,12.98219
22.15,504.5,0.91,94.71,41.5,100,osm,49.01416,12.98189
22.175,504.7,1.25,59.37,49.4,80,osm,49.01434,12.98168
22.2,505.0,1.57,37.08,56.1,80,osm,49.01449,12.98143
22.225,505.4,1.9,12.68,62.2,70,osm,49.01463,12.98117
22.25,506.0,2.23,4.88,67.6,70,osm,49.01478,12.98091
22.275,506.7,2.53,5.0,70.0,70,osm,49.01494,12.98066
22.3,507.4,2.8,7.96,70.0,70,osm,49.01509,12.98041
22.325,508.2,3.06,7.72,70.0,70,osm,49.01525,12.98017
22.35,509.1,3.28,8.93,74.9,100,osm,49.01541,12.97993
22.375,510.0,3.46,11.59,79.5,100,osm,49.01559,12.97972
22.4,510.9,3.6,11.92,83.9,100,osm,49.01577,12.97951
22.425,511.9,3.73,8.56,81.5,100,osm,49.01595,12.97932
22.45,512.9,3.86,9.57,74.9,100,osm,49.01614,12.97914
22.475,513.8,3.97,8.13,67.6,100,osm,49.01634,12.97897
22.5,514.8,4.08,5.18,59.5,100,osm,49.01654,12.97881
22.525,515.8,4.15,3.09,50.0,50,stvo,49.01674,12.97867
22.55,516.8,4.22,2.17,50.0,50,stvo,49.01694,12.97852
22.575,517.9,4.26,0.0,50.0,50,stvo,49.01715,12.97838
22.6,519.0,4.29,0.0,50.0,50,stvo,49.01735,12.97823
22.625,520.2,4.3,0.0,50.0,50,stvo,49.01756,12.97809
22.65,521.3,4.3,0.0,50.0,50,stvo,49.01776,12.97794
22.675,522.5,4.29,0.0,50.0,50,stvo,49.01796,12.9778
22.7,523.6,4.28,0.0,50.0,50,stvo,49.01817,12.97765
22.725,524.7,4.25,0.0,50.0,50,stvo,49.01837,12.97751
22.75,525.7,4.19,0.0,50.0,50,stvo,49.01857,12.97736
22.775,526.7,4.13,0.22,50.0,50,stvo,49.01878,12.97722
22.8,527.7,4.05,0.32,50.0,50,stvo,49.01898,12.97707
22.825,528.7,3.99,0.32,50.0,50,osm,49.01919,12.97693
22.85,529.7,3.94,0.32,50.0,50,osm,49.01939,12.97679
22.875,530.6,3.91,0.32,50.0,50,stvo,49.01959,12.97664
22.9,531.6,3.87,0.1,50.0,50,stvo,49.0198,12.9765
22.925,532.5,3.84,0.0,50.0,50,stvo,49.02,12.97636
22.95,533.5,3.78,0.0,50.0,50,stvo,49.02021,12.97622
22.975,534.4,3.69,0.0,50.0,50,stvo,49.02041,12.97607
23.0,535.4,3.57,0.0,50.0,50,stvo,49.02062,12.97593
23.025,536.4,3.4,0.0,50.0,50,stvo,49.02082,12.97579
23.05,537.3,3.2,0.0,50.0,50,stvo,49.02103,12.97565
23.075,538.2,2.96,0.0,50.0,50,stvo,49.02123,12.9755
23.1,539.1,2.69,0.0,50.0,50,stvo,49.02143,12.97536
23.125,539.8,2.39,0.0,56.7,100,stvo,49.02164,12.97522
23.15,540.4,2.07,0.0,62.7,100,stvo,49.02184,12.97508
23.175,540.8,1.74,0.0,68.1,100,stvo,49.02205,12.97493
23.2,541.2,1.42,0.0,73.2,100,stvo,49.02225,12.97479
23.225,541.4,1.09,0.0,77.9,100,stvo,49.02246,12.97465
23.25,541.5,0.77,0.04,82.3,100,stvo,49.02266,12.9745
23.275,541.6,0.46,0.96,86.5,100,stvo,49.02287,12.97436
23.3,541.6,0.14,0.96,88.0,100,stvo,49.02307,12.97422
23.325,541.6,-0.18,1.3,88.0,100,osm,49.02327,12.97408
23.35,541.6,-0.5,2.56,88.0,100,stvo,49.02348,12.97393
23.375,541.5,-0.83,4.06,83.4,100,stvo,49.02368,12.97378
23.4,541.4,-1.13,5.92,76.9,80,osm,49.02388,12.97363
23.425,541.1,-1.44,6.09,69.8,80,osm,49.02408,12.97347
23.45,540.8,-1.73,5.78,62.0,80,osm,49.02428,12.9733
23.475,540.3,-2.02,13.25,52.9,80,osm,49.02446,12.97311
23.5,539.7,-2.28,92.47,42.0,80,osm,49.02465,12.97292
23.525,538.9,-2.5,101.33,40.2,80,osm,49.02484,12.97273
23.55,538.1,-2.7,111.45,38.3,100,osm,49.02499,12.97264
23.575,537.3,-2.84,113.37,38.0,100,osm,49.02504,12.97297
23.6,536.4,-2.91,106.75,39.1,100,osm,49.02502,12.97331
23.625,535.6,-2.93,26.29,47.4,100,osm,49.02496,12.97364
23.65,534.8,-2.9,14.92,54.4,100,osm,49.02489,12.97397
23.675,534.0,-2.84,5.07,60.6,100,osm,49.02481,12.97429
23.7,533.3,-2.77,7.91,66.2,100,osm,49.02473,12.97461
23.725,532.6,-2.68,12.75,71.4,100,stvo,49.02466,12.97493
23.75,532.0,-2.6,18.53,76.2,100,stvo,49.02458,12.97525
