dist_km,elevation_m,grade_pct,curvature_deg_100m,speed_kmh,legal_kmh,lat,lon
5.925,364.7,2.12,10.17,88.0,100,48.87709,12.96146
5.95,365.2,2.13,16.23,88.0,100,48.87732,12.96144
5.975,365.7,2.12,17.74,88.0,100,48.87754,12.96147
6.0,366.2,2.13,20.48,88.0,100,48.87777,12.9615
6.025,366.8,2.13,19.3,88.0,100,48.87798,12.96158
6.05,367.3,2.12,19.05,88.0,100,48.8782,12.9617
6.075,367.8,2.13,15.05,88.0,100,48.8784,12.96183
6.1,368.4,2.12,11.96,88.0,100,48.8786,12.96199
6.125,368.9,2.13,9.01,88.0,100,48.8788,12.96216
6.15,369.4,2.13,5.16,88.0,100,48.87899,12.96234
6.175,370.0,2.12,4.54,88.0,100,48.87917,12.96253
6.2,370.5,2.13,1.35,88.0,100,48.87936,12.96273
6.225,371.0,2.12,0.69,88.0,100,48.87954,12.96292
6.25,371.6,2.13,0.51,88.0,100,48.87973,12.96312
6.275,372.1,2.13,0.07,88.0,100,48.87991,12.96331
6.3,372.6,2.12,0.07,88.0,100,48.8801,12.96351
6.325,373.2,2.13,0.0,88.0,100,48.88028,12.9637
6.35,373.7,2.12,0.0,88.0,100,48.88047,12.9639
6.375,374.2,2.13,0.0,88.0,100,48.88065,12.96409
6.4,374.8,2.13,1.73,88.0,100,48.88083,12.96429
6.425,375.3,2.12,5.68,88.0,100,48.88102,12.96448
6.45,375.8,2.13,5.81,88.0,100,48.8812,12.96468
6.475,376.3,2.12,7.12,88.0,100,48.88139,12.96486
6.5,376.9,2.13,9.89,88.0,100,48.88159,12.96502
6.525,377.4,2.13,8.25,88.0,100,48.88179,12.96518
6.55,377.9,2.12,7.52,88.0,100,48.88199,12.96533
6.575,378.5,2.13,8.6,88.0,100,48.8822,12.96546
6.6,379.0,2.12,7.94,88.0,100,48.88241,12.96559
6.625,379.5,2.13,8.87,88.0,100,48.88262,12.9657
6.65,380.1,2.13,9.14,88.0,100,48.88284,12.9658
6.675,380.6,2.12,7.33,88.0,100,48.88305,12.96589
6.7,381.1,2.13,7.46,88.0,100,48.88327,12.96596
6.725,381.7,2.12,7.34,88.0,100,48.88349,12.96603
6.75,382.2,2.13,3.78,88.0,100,48.88372,12.96608
6.775,382.7,2.13,3.46,88.0,100,48.88394,12.96613
6.8,383.2,2.12,4.89,88.0,100,48.88416,12.96617
6.825,383.8,2.13,5.06,88.0,100,48.88439,12.96621
6.85,384.3,2.12,7.22,88.0,100,48.88461,12.96625
6.875,384.8,2.13,11.3,88.0,100,48.88483,12.96631
6.9,385.4,2.13,14.81,88.0,100,48.88505,12.96638
6.925,385.9,2.12,16.14,88.0,100,48.88527,12.96647
6.95,386.4,2.13,17.28,88.0,100,48.88548,12.96659
6.975,387.0,2.12,20.04,88.0,100,48.88568,12.96674
7.0,387.5,2.13,18.49,88.0,100,48.88587,12.96691
7.025,388.0,2.13,15.46,88.0,100,48.88606,12.9671
7.05,388.6,2.12,11.81,88.0,100,48.88623,12.96732
7.075,389.1,2.13,11.5,88.0,100,48.88639,12.96756
7.1,389.6,2.12,9.2,88.0,100,48.88655,12.9678
7.125,390.2,2.13,11.44,88.0,100,48.88671,12.96804
7.15,390.7,2.13,18.53,87.9,100,48.88688,12.96827
7.175,391.2,2.12,21.96,83.4,100,48.88705,12.96848
7.2,391.8,2.13,26.44,78.6,100,48.88724,12.96867
7.225,392.3,2.12,29.4,74.5,100,48.88745,12.9688
7.25,392.8,2.13,26.45,78.6,100,48.88766,12.9689
7.275,393.3,2.13,20.2,83.4,100,48.88789,12.96896
7.3,393.9,2.12,17.08,87.9,100,48.88811,12.96897
7.325,394.4,2.13,17.92,88.0,100,48.88834,12.96896
7.35,394.9,2.12,17.28,85.0,100,48.88856,12.96897
7.375,395.5,2.13,21.42,80.3,100,48.88878,12.96898
7.4,396.0,2.13,26.14,75.3,100,48.889,12.96905
7.425,396.5,2.12,33.34,70.0,100,48.88922,12.96916
7.45,397.1,2.13,29.31,74.7,100,48.88942,12.9693
7.475,397.6,2.12,32.64,70.7,100,48.88961,12.96949
7.5,398.1,2.13,35.55,67.8,100,48.88977,12.96973
7.525,398.7,2.13,32.14,71.3,100,48.88992,12.96998
7.55,399.2,2.12,28.9,75.2,100,48.89003,12.97028
7.575,399.7,2.13,26.11,79.1,100,48.89011,12.9706
7.6,400.2,2.12,19.43,83.9,100,48.89017,12.97093
7.625,400.8,2.13,10.57,88.0,100,48.89021,12.97126
7.65,401.3,2.13,8.9,88.0,100,48.89025,12.9716
7.675,401.8,2.12,6.48,88.0,100,48.89027,12.97194
7.7,402.4,2.13,6.45,88.0,100,48.8903,12.97228
7.725,402.9,2.12,8.04,88.0,100,48.89033,12.97262
7.75,403.4,2.13,9.8,88.0,100,48.89037,12.97295
7.775,404.0,2.13,12.99,88.0,100,48.89042,12.97329
7.8,404.5,2.12,10.74,88.0,100,48.89048,12.97362
7.825,405.0,2.13,11.52,88.0,100,48.89055,12.97394
7.85,405.6,2.12,11.21,88.0,100,48.89064,12.97425
7.875,406.1,2.13,11.09,88.0,100,48.89073,12.97457
7.9,406.6,2.13,9.05,88.0,100,48.89083,12.97487
7.925,407.2,2.12,10.4,88.0,100,48.89095,12.97517
7.95,407.7,2.12,12.27,88.0,100,48.89107,12.97546
7.975,408.2,2.13,10.99,88.0,100,48.8912,12.97574
8.0,408.8,2.13,11.08,88.0,100,48.89133,12.97601
8.025,409.3,2.13,11.42,88.0,100,48.89148,12.97626
8.05,409.8,2.12,11.88,88.0,100,48.89164,12.97651
8.075,410.3,2.12,11.7,88.0,100,48.8918,12.97675
8.1,410.9,2.13,12.57,88.0,100,48.89197,12.97697
8.125,411.4,2.13,12.73,88.0,100,48.89215,12.97718
8.15,411.9,2.13,10.8,88.0,100,48.89233,12.97737
8.175,412.5,2.13,11.21,88.0,100,48.89253,12.97754
8.2,413.0,2.12,9.53,88.0,100,48.89273,12.9777
8.225,413.5,2.13,7.24,88.0,100,48.89293,12.97786
8.25,414.1,2.13,7.92,88.0,100,48.89313,12.978
8.275,414.6,2.13,7.41,88.0,100,48.89334,12.97813
8.3,415.1,2.13,7.28,88.0,100,48.89355,12.97825
8.325,415.7,2.12,7.97,88.0,100,48.89376,12.97835
8.35,416.2,2.13,9.36,88.0,100,48.89398,12.97846
8.375,416.7,2.13,7.56,88.0,100,48.89419,12.97855
8.4,417.2,2.13,10.29,88.0,100,48.89441,12.97862
8.425,417.8,2.13,8.04,88.0,100,48.89463,12.97868
8.45,418.3,2.12,6.78,88.0,100,48.89486,12.97873
8.475,418.8,2.13,5.69,88.0,100,48.89508,12.97876
8.5,419.4,2.13,5.37,88.0,100,48.89531,12.97879
8.525,419.9,2.13,2.89,88.0,100,48.89553,12.97881
8.55,420.4,2.13,2.89,88.0,100,48.89575,12.97883
8.575,421.0,2.12,2.57,88.0,100,48.89598,12.97884
8.6,421.5,2.13,2.43,88.0,100,48.8962,12.97885
8.625,422.0,2.13,4.08,88.0,100,48.89643,12.97885
8.65,422.6,2.13,5.63,88.0,100,48.89665,12.97887
8.675,423.1,2.12,8.32,88.0,100,48.89688,12.97889
8.7,423.6,2.11,11.58,88.0,100,48.8971,12.97892
8.725,424.2,2.09,12.51,88.0,100,48.89732,12.97897
8.75,424.7,2.07,10.83,88.0,100,48.89754,12.97904
8.775,425.2,2.04,9.61,88.0,100,48.89776,12.97914
8.8,425.7,2.0,9.59,88.0,100,48.89797,12.97925
8.825,426.2,1.96,9.68,88.0,100,48.89818,12.97936
8.85,426.7,1.91,13.67,88.0,100,48.8984,12.97946
8.875,427.1,1.86,14.57,88.0,100,48.89862,12.97955
8.9,427.6,1.8,18.92,88.0,100,48.89884,12.9796
8.925,428.0,1.75,19.64,88.0,100,48.89906,12.97961
8.95,428.5,1.7,17.28,88.0,100,48.89929,12.97961
8.975,428.9,1.64,11.69,88.0,100,48.89951,12.97958
9.0,429.3,1.59,10.41,88.0,100,48.89973,12.97951
9.025,429.6,1.54,5.73,88.0,100,48.89995,12.97944
9.05,430.0,1.48,2.34,88.0,100,48.90017,12.97936
9.075,430.4,1.43,0.65,88.0,100,48.90039,12.97929
9.1,430.7,1.38,0.55,88.0,100,48.90061,12.97922
9.125,431.0,1.32,0.53,88.0,100,48.90083,12.97915
9.15,431.4,1.27,0.23,88.0,100,48.90105,12.97907
9.175,431.7,1.21,0.23,88.0,100,48.90127,12.979
9.2,432.0,1.17,0.23,88.0,100,48.90149,12.97893
9.225,432.2,1.13,0.17,88.0,100,48.90171,12.97886
9.25,432.5,1.09,0.0,88.0,100,48.90193,12.97878
9.275,432.8,1.06,0.07,88.0,100,48.90215,12.97871
9.3,433.0,1.04,0.07,88.0,100,48.90237,12.97864
9.325,433.2,1.02,0.07,88.0,100,48.90259,12.97856
9.35,433.5,1.01,0.91,88.0,100,48.90281,12.97849
9.375,433.8,1.0,0.99,88.0,100,48.90303,12.97841
9.4,434.0,1.0,0.93,88.0,100,48.90325,12.97834
9.425,434.2,1.0,2.24,88.0,100,48.90346,12.97826
9.45,434.5,1.0,2.68,88.0,100,48.90368,12.97818
9.475,434.8,1.0,1.84,88.0,100,48.9039,12.9781
9.5,435.0,1.0,1.76,88.0,100,48.90412,12.97803
9.525,435.2,1.0,1.76,88.0,100,48.90434,12.97796
9.55,435.5,1.0,0.44,88.0,100,48.90456,12.97789
9.575,435.8,1.0,1.97,88.0,100,48.90478,12.97782
9.6,436.0,1.0,3.34,88.0,100,48.905,12.97776
9.625,436.2,1.0,3.34,88.0,100,48.90522,12.97769
9.65,436.5,1.0,3.67,88.0,100,48.90545,12.97764
9.675,436.8,1.0,6.74,88.0,100,48.90567,12.97759
9.7,437.0,1.0,4.77,88.0,100,48.90589,12.97755
9.725,437.2,1.0,4.24,88.0,100,48.90611,12.97751
9.75,437.5,1.0,5.05,88.0,100,48.90634,12.97749
9.775,437.8,1.0,5.87,88.0,100,48.90656,12.97747
9.8,438.0,1.0,3.32,88.0,100,48.90679,12.97746
9.825,438.2,1.0,4.21,88.0,100,48.90701,12.97745
9.85,438.5,1.0,4.0,88.0,100,48.90724,12.97746
9.875,438.8,1.0,4.43,88.0,100,48.90746,12.97746
9.9,439.0,1.0,5.2,88.0,100,48.90769,12.97748
9.925,439.2,1.0,5.65,88.0,100,48.90791,12.9775
9.95,439.5,1.0,5.51,88.0,100,48.90814,12.97752
9.975,439.8,1.0,6.02,88.0,100,48.90836,12.97756
10.0,440.0,1.0,5.07,88.0,100,48.90858,12.97761
10.025,440.2,1.0,4.16,88.0,100,48.9088,12.97767
10.05,440.5,1.0,4.78,88.0,100,48.90902,12.97773
10.075,440.8,1.0,5.0,88.0,100,48.90925,12.9778
10.1,441.0,1.0,4.09,88.0,100,48.90947,12.97787
10.125,441.2,1.0,5.59,88.0,100,48.90968,12.97795
10.15,441.5,1.0,4.65,88.0,100,48.9099,12.97804
10.175,441.8,1.0,3.07,88.0,100,48.91012,12.97813
10.2,442.0,1.0,2.1,88.0,100,48.91033,12.97824
10.225,442.2,1.0,1.87,88.0,100,48.91054,12.97835
10.25,442.5,1.0,0.08,88.0,100,48.91076,12.97845
10.275,442.8,1.0,0.14,88.0,100,48.91097,12.97856
10.3,443.0,1.0,0.19,88.0,100,48.91119,12.97866
10.325,443.2,1.0,0.19,88.0,100,48.9114,12.97877
10.35,443.5,1.0,0.19,88.0,100,48.91161,12.97887
10.375,443.8,1.0,0.19,88.0,100,48.91183,12.97898
10.4,444.0,1.0,0.05,88.0,100,48.91204,12.97908
10.425,444.2,1.0,0.24,88.0,100,48.91226,12.97919
10.45,444.5,1.0,0.64,88.0,100,48.91247,12.97929
10.475,444.8,1.0,0.64,88.0,100,48.91268,12.97939
10.5,445.0,1.0,0.64,88.0,100,48.9129,12.9795
10.525,445.2,1.0,0.64,88.0,100,48.91311,12.9796
10.55,445.5,1.0,0.62,88.0,100,48.91333,12.9797
10.575,445.8,1.0,0.45,88.0,100,48.91354,12.9798
10.6,446.0,1.0,0.45,88.0,100,48.91376,12.9799
10.625,446.2,1.0,1.46,88.0,100,48.91397,12.98
10.65,446.5,1.0,6.2,88.0,100,48.91419,12.98009
10.675,446.8,1.0,5.98,88.0,100,48.91441,12.98019
10.7,447.0,1.0,6.25,88.0,100,48.91462,12.98028
10.725,447.2,1.0,7.83,88.0,100,48.91484,12.98033
10.75,447.5,1.0,7.71,88.0,100,48.91507,12.98039
10.775,447.8,1.0,3.33,88.0,100,48.91529,12.98044
10.8,448.0,1.0,5.24,88.0,100,48.91551,12.98048
10.825,448.2,1.0,5.45,88.0,100,48.91574,12.98051
10.85,448.5,1.0,4.62,88.0,100,48.91596,12.98054
10.875,448.8,1.0,4.57,88.0,100,48.91618,12.98056
10.9,449.0,1.0,4.91,88.0,100,48.91641,12.98057
10.925,449.2,1.0,3.12,88.0,100,48.91663,12.98057
10.95,449.5,1.0,2.47,88.0,100,48.91686,12.98057
10.975,449.8,1.0,1.73,88.0,100,48.91708,12.98058
11.0,450.0,1.0,0.89,88.0,100,48.91731,12.98058
11.025,450.2,1.0,0.45,88.0,100,48.91753,12.98059
11.05,450.5,1.0,0.45,88.0,100,48.91776,12.98059
11.075,450.8,1.0,0.4,88.0,100,48.91798,12.9806
11.1,451.0,1.0,0.39,88.0,100,48.91821,12.9806
11.125,451.2,1.0,0.46,88.0,100,48.91843,12.9806
11.15,451.5,1.0,0.24,88.0,100,48.91866,12.9806
11.175,451.8,1.0,0.12,88.0,100,48.91888,12.98061
11.2,452.0,1.0,0.12,88.0,100,48.91911,12.98061
11.225,452.2,1.0,0.2,88.0,100,48.91933,12.98061
11.25,452.5,1.0,0.14,88.0,100,48.91956,12.98061
11.275,452.8,1.0,0.1,88.0,100,48.91978,12.98061
11.3,453.0,1.0,0.1,88.0,100,48.92001,12.98061
11.325,453.2,1.0,0.1,88.0,100,48.92023,12.98062
11.35,453.5,1.0,0.02,88.0,100,48.92046,12.98062
11.375,453.8,1.0,0.12,88.0,100,48.92068,12.98062
11.4,454.0,1.0,0.18,88.0,100,48.9209,12.98062
11.425,454.2,1.0,0.29,88.0,100,48.92113,12.98062
11.45,454.5,1.0,0.31,88.0,100,48.92135,12.98062
11.475,454.8,1.0,0.48,88.0,100,48.92158,12.98062
11.5,455.0,1.0,1.94,88.0,100,48.9218,12.98062
11.525,455.2,1.0,2.15,88.0,100,48.92203,12.98062
11.55,455.5,1.0,2.14,88.0,100,48.92225,12.98062
11.575,455.8,1.0,2.67,88.0,100,48.92248,12.98061
11.6,456.0,1.0,2.98,88.0,100,48.9227,12.9806
11.625,456.2,1.0,2.66,88.0,100,48.92293,12.98059
11.65,456.5,1.0,3.11,88.0,100,48.92315,12.98058
11.675,456.8,1.0,3.02,88.0,100,48.92338,12.98056
11.7,457.0,1.0,2.58,88.0,100,48.9236,12.98054
11.725,457.2,1.0,2.12,88.0,100,48.92383,12.9805
11.75,457.5,1.0,3.36,88.0,100,48.92405,12.98047
11.775,457.8,1.0,2.88,88.0,100,48.92427,12.98044
11.8,458.0,1.0,6.01,88.0,100,48.9245,12.98041
11.825,458.2,1.0,7.98,88.0,100,48.92472,12.98039
11.85,458.5,1.0,9.51,88.0,100,48.92495,12.98038
11.875,458.8,1.0,9.08,88.0,100,48.92517,12.98039
11.9,459.0,1.0,14.33,88.0,100,48.92539,12.98042
11.925,459.2,1.0,11.96,88.0,100,48.92562,12.98046
11.95,459.5,1.0,9.88,88.0,100,48.92584,12.98051
11.975,459.8,1.0,8.79,88.0,100,48.92606,12.9806
12.0,460.0,1.0,8.66,88.0,100,48.92627,12.9807
12.025,460.2,1.0,3.15,88.0,100,48.92649,12.9808
12.05,460.5,1.0,2.48,88.0,100,48.9267,12.9809
12.075,460.8,1.0,2.58,88.0,100,48.92691,12.98102
12.1,461.0,1.0,2.12,88.0,100,48.92712,12.98114
12.125,461.2,1.0,1.05,88.0,100,48.92734,12.98125
12.15,461.5,1.0,5.44,88.0,100,48.92755,12.98137
12.175,461.8,1.0,9.33,88.0,100,48.92776,12.98149
12.2,462.0,1.0,11.02,88.0,100,48.92797,12.9816
12.225,462.2,1.0,14.14,88.0,100,48.92819,12.98168
12.25,462.5,1.0,15.31,88.0,100,48.92841,12.98173
12.275,462.8,1.0,14.53,88.0,100,48.92863,12.98177
12.3,463.0,1.0,13.65,88.0,100,48.92886,12.98178
12.325,463.2,1.0,13.78,88.0,100,48.92908,12.98178
12.35,463.5,1.0,11.66,88.0,100,48.92931,12.98175
12.375,463.8,1.0,9.62,88.0,100,48.92953,12.9817
12.4,464.0,1.0,7.17,88.0,100,48.92975,12.98164
12.425,464.2,1.0,4.32,88.0,100,48.92997,12.98156
12.45,464.5,1.0,2.41,88.0,100,48.93019,12.98149
12.475,464.8,1.0,1.41,88.0,100,48.93041,12.98141
12.5,465.0,1.0,1.55,88.0,100,48.93063,12.98133
12.525,465.2,1.0,0.4,88.0,100,48.93084,12.98125
12.55,465.5,1.0,0.14,88.0,100,48.93106,12.98116
12.575,465.8,1.0,0.14,88.0,100,48.93128,12.98108
12.6,466.0,1.0,3.35,88.0,100,48.9315,12.981
12.625,466.2,1.0,6.03,88.0,100,48.93172,12.98092
12.65,466.5,1.0,10.36,88.0,100,48.93194,12.98084
12.675,466.8,1.0,11.39,88.0,100,48.93215,12.98073
12.7,467.0,0.99,11.79,88.0,100,48.93236,12.98061
12.725,467.2,0.99,10.33,88.0,100,48.93256,12.98046
12.75,467.5,0.98,9.98,88.0,100,48.93276,12.98029
12.775,467.7,0.97,7.55,88.0,100,48.93296,12.98013
12.8,468.0,0.95,6.55,88.0,100,48.93315,12.97996
12.825,468.2,0.94,11.9,88.0,100,48.93335,12.9798
12.85,468.4,0.92,11.79,88.0,100,48.93355,12.97965
12.875,468.7,0.9,10.64,88.0,100,48.93375,12.97951
12.9,468.9,0.88,8.74,88.0,100,48.93397,12.9794
12.925,469.1,0.86,8.91,88.0,100,48.93418,12.9793
12.95,469.3,0.84,3.37,88.0,100,48.9344,12.97922
12.975,469.5,0.82,1.73,88.0,100,48.93462,12.97913
13.0,469.7,0.8,0.42,88.0,100,48.93484,12.97905
13.025,469.9,0.78,0.42,88.0,100,48.93506,12.97896
13.05,470.1,0.76,0.21,88.0,100,48.93527,12.97888
13.075,470.3,0.73,0.64,88.0,100,48.93549,12.97879
13.1,470.5,0.71,0.91,88.0,100,48.93571,12.97871
13.125,470.6,0.69,1.15,88.0,100,48.93593,12.97862
13.15,470.8,0.67,2.37,88.0,100,48.93614,12.97853
13.175,471.0,0.65,3.98,88.0,100,48.93636,12.97844
13.2,471.1,0.63,5.35,88.0,100,48.93658,12.97835
13.225,471.3,0.62,6.27,88.0,100,48.9368,12.97827
13.25,471.4,0.61,8.28,88.0,100,48.93702,12.9782
13.275,471.6,0.59,9.19,88.0,100,48.93724,12.97815
13.3,471.7,0.59,10.86,88.0,100,48.93746,12.9781
13.325,471.9,0.58,11.6,88.0,100,48.93768,12.97807
13.35,472.0,0.57,13.0,88.0,100,48.93791,12.97806
13.375,472.1,0.57,10.83,88.0,100,48.93813,12.97807
13.4,472.3,0.57,10.7,88.0,100,48.93836,12.9781
13.425,472.4,0.57,8.22,88.0,100,48.93858,12.97815
13.45,472.6,0.57,9.62,88.0,100,48.9388,12.9782
13.475,472.7,0.57,7.59,88.0,100,48.93902,12.97827
13.5,472.9,0.57,10.06,88.0,100,48.93924,12.97834
13.525,473.0,0.57,10.48,88.0,100,48.93946,12.97838
13.55,473.1,0.57,11.67,88.0,100,48.93969,12.97842
13.575,473.3,0.57,10.29,88.0,100,48.93991,12.97844
13.6,473.4,0.57,12.12,88.0,100,48.94014,12.97844
13.625,473.6,0.57,10.38,88.0,100,48.94036,12.97843
13.65,473.7,0.57,8.2,88.0,100,48.94059,12.97839
13.675,473.9,0.57,6.69,88.0,100,48.94081,12.97834
13.7,474.0,0.57,7.99,88.0,100,48.94103,12.97828
13.725,474.1,0.57,7.92,88.0,100,48.94125,12.97822
13.75,474.3,0.57,8.63,88.0,100,48.94147,12.97815
13.775,474.4,0.57,8.63,88.0,100,48.94169,12.97812
13.8,474.6,0.57,8.69,88.0,100,48.94192,12.9781
13.825,474.7,0.57,4.62,88.0,100,48.94214,12.9781
13.85,474.9,0.57,2.31,88.0,100,48.94237,12.9781
13.875,475.0,0.57,0.78,88.0,100,48.94259,12.9781
13.9,475.1,0.57,0.54,88.0,100,48.94282,12.9781
13.925,475.3,0.57,0.11,88.0,100,48.94304,12.9781
13.95,475.4,0.57,3.17,88.0,100,48.94327,12.9781
13.975,475.6,0.57,3.17,88.0,100,48.94349,12.9781
14.0,475.7,0.57,5.48,88.0,100,48.94372,12.9781
14.025,475.9,0.57,6.4,88.0,100,48.94394,12.97812
14.05,476.0,0.57,7.28,88.0,100,48.94417,12.97815
14.075,476.1,0.57,5.22,88.0,100,48.94439,12.97819
14.1,476.3,0.57,7.14,88.0,100,48.94461,12.97824
14.125,476.4,0.57,4.94,88.0,100,48.94483,12.97829
14.15,476.6,0.57,4.23,88.0,100,48.94505,12.97835
14.175,476.7,0.57,3.25,88.0,100,48.94527,12.97843
14.2,476.9,0.57,2.24,88.0,100,48.94549,12.97851
14.225,477.0,0.57,1.11,88.0,100,48.94571,12.97859
14.25,477.1,0.57,3.29,88.0,100,48.94593,12.97867
14.275,477.3,0.57,6.57,88.0,100,48.94615,12.97875
14.3,477.4,0.57,7.94,88.0,100,48.94637,12.97882
14.325,477.6,0.57,12.24,88.0,100,48.94659,12.97888
14.35,477.7,0.57,12.48,88.0,100,48.94681,12.97891
14.375,477.9,0.57,12.06,88.0,100,48.94704,12.97895
14.4,478.0,0.57,10.42,88.0,100,48.94726,12.97896
14.425,478.1,0.57,10.9,88.0,100,48.94749,12.97896
14.45,478.3,0.57,8.41,88.0,100,48.94771,12.97895
14.475,478.4,0.57,7.42,88.0,100,48.94794,12.97892
14.5,478.6,0.57,5.89,88.0,100,48.94816,12.97888
14.525,478.7,0.57,4.14,88.0,100,48.94838,12.97882
14.55,478.9,0.57,3.13,88.0,100,48.9486,12.97877
14.575,479.0,0.57,1.98,88.0,100,48.94882,12.97871
14.6,479.1,0.57,1.94,88.0,100,48.94905,12.97866
14.625,479.3,0.57,2.19,88.0,100,48.94927,12.97859
14.65,479.4,0.57,2.25,88.0,100,48.94949,12.97852
14.675,479.6,0.57,1.51,88.0,100,48.94971,12.97846
14.7,479.7,0.57,1.02,88.0,100,48.94993,12.97839
14.725,479.9,0.57,1.38,88.0,100,48.95015,12.97833
14.75,480.0,0.57,0.89,88.0,100,48.95037,12.97827
14.775,480.1,0.57,1.8,88.0,100,48.95059,12.9782
14.8,480.3,0.57,2.78,88.0,100,48.95081,12.97813
14.825,480.4,0.57,3.37,88.0,100,48.95103,12.97807
14.85,480.6,0.57,4.23,88.0,100,48.95125,12.97799
14.875,480.7,0.57,4.95,88.0,100,48.95147,12.97791
14.9,480.9,0.57,4.21,88.0,100,48.95169,12.97782
14.925,481.0,0.57,3.29,88.0,100,48.9519,12.97772
14.95,481.1,0.57,2.89,88.0,100,48.95212,12.97762
14.975,481.3,0.57,1.97,88.0,100,48.95233,12.97751
15.0,481.4,0.57,1.16,88.0,100,48.95254,12.9774
15.025,481.6,0.57,0.82,88.0,100,48.95276,12.97729
15.05,481.7,0.57,0.67,88.0,100,48.95297,12.97718
15.075,481.9,0.57,0.3,88.0,100,48.95318,12.97707
15.1,482.0,0.57,0.0,88.0,100,48.95339,12.97696
15.125,482.1,0.57,0.0,88.0,100,48.95361,12.97684
15.15,482.3,0.57,0.0,88.0,100,48.95382,12.97673
15.175,482.4,0.57,0.71,88.0,100,48.95403,12.97662
15.2,482.6,0.57,1.35,88.0,100,48.95424,12.97651
15.225,482.7,0.57,1.46,88.0,100,48.95446,12.9764
15.25,482.9,0.57,2.29,88.0,100,48.95467,12.97628
15.275,483.0,0.57,2.29,88.0,100,48.95488,12.97616
15.3,483.1,0.57,1.58,88.0,100,48.95509,12.97604
15.325,483.3,0.57,0.94,88.0,100,48.9553,12.97592
15.35,483.4,0.57,0.83,88.0,100,48.95551,12.97581
15.375,483.6,0.57,0.0,88.0,100,48.95572,12.97569
15.4,483.7,0.57,2.47,88.0,100,48.95593,12.97558
15.425,483.9,0.57,4.41,88.0,100,48.95615,12.97546
15.45,484.0,0.57,9.39,88.0,100,48.95636,12.97535
15.475,484.1,0.57,13.75,88.0,100,48.95657,12.97525
15.5,484.3,0.57,17.14,88.0,100,48.95679,12.97517
15.525,484.4,0.57,19.66,88.0,100,48.95701,12.97512
15.55,484.6,0.57,20.78,87.8,100,48.95724,12.97511
15.575,484.7,0.57,23.56,83.3,100,48.95746,12.97512
15.6,484.9,0.57,24.55,81.6,100,48.95769,12.97517
15.625,485.0,0.57,22.74,84.8,100,48.95791,12.97524
15.65,485.1,0.57,23.78,82.9,100,48.95811,12.97536
15.675,485.3,0.57,25.44,80.1,100,48.95831,12.97552
15.7,485.4,0.57,19.31,84.8,100,48.95851,12.9757
15.725,485.6,0.57,14.68,88.0,100,48.95868,12.97591
15.75,485.7,0.57,13.41,88.0,100,48.95885,12.97614
15.775,485.9,0.57,7.37,88.0,100,48.959,12.97639
15.8,486.0,0.57,2.64,88.0,100,48.95916,12.97664
15.825,486.1,0.57,1.03,88.0,100,48.95931,12.97688
15.85,486.3,0.57,0.35,88.0,100,48.95947,12.97713
15.875,486.4,0.57,2.08,88.0,100,48.95962,12.97738
15.9,486.6,0.57,4.24,88.0,100,48.95978,12.97763
15.925,486.7,0.57,6.31,88.0,100,48.95994,12.97787
15.95,486.9,0.57,13.84,88.0,100,48.9601,12.97811
15.975,487.0,0.57,19.75,85.1,100,48.96027,12.97833
16.0,487.1,0.57,24.37,80.4,100,48.96044,12.97854
16.025,487.3,0.57,28.72,75.4,100,48.96064,12.97871
16.05,487.4,0.57,32.15,71.3,100,48.96085,12.97883
16.075,487.6,0.57,26.7,76.5,100,48.96107,12.97891
16.1,487.7,0.57,22.3,81.5,100,48.96129,12.97894
16.125,487.9,0.57,19.22,86.1,100,48.96152,12.97893
16.15,488.0,0.57,13.62,88.0,100,48.96174,12.97891
16.175,488.1,0.56,8.4,88.0,100,48.96196,12.97887
16.2,488.3,0.54,6.3,88.0,100,48.96218,12.9788
16.225,488.4,0.52,6.32,88.0,100,48.96241,12.97875
16.25,488.6,0.48,3.56,88.0,100,48.96263,12.97869
16.275,488.7,0.43,2.95,88.0,100,48.96285,12.97863
16.3,488.8,0.38,2.9,88.0,100,48.96307,12.97859
16.325,488.9,0.31,2.92,88.0,100,48.9633,12.97855
16.35,488.9,0.24,1.38,88.0,100,48.96352,12.97852
16.375,489.0,0.16,0.57,88.0,100,48.96374,12.97848
16.4,489.0,0.07,0.27,88.0,100,48.96397,12.97845
16.425,489.0,-0.01,0.04,88.0,100,48.96419,12.97841
16.45,489.0,-0.09,0.12,88.0,100,48.96441,12.97838
16.475,488.9,-0.18,0.24,88.0,100,48.96464,12.97834
16.5,488.9,-0.26,0.27,88.0,100,48.96486,12.97831
16.525,488.8,-0.34,0.27,88.0,100,48.96508,12.97827
16.55,488.7,-0.43,0.28,88.0,100,48.96531,12.97824
16.575,488.5,-0.51,0.18,88.0,100,48.96553,12.97821
16.6,488.4,-0.59,0.05,88.0,100,48.96576,12.97817
16.625,488.2,-0.68,0.03,88.0,100,48.96598,12.97814
16.65,488.0,-0.76,0.45,88.0,100,48.9662,12.9781
16.675,487.8,-0.84,0.45,88.0,100,48.96643,12.97807
16.7,487.6,-0.92,0.44,88.0,100,48.96665,12.97803
16.725,487.3,-0.98,0.44,88.0,100,48.96687,12.97799
16.75,487.1,-1.04,0.42,88.0,100,48.9671,12.97796
16.775,486.8,-1.08,0.0,88.0,100,48.96732,12.97792
