dist_km,elevation_m,grade_pct,curvature_deg_100m,speed_kmh,legal_kmh,lat,lon
16.8,486.5,-1.12,0.0,88.0,100,48.96754,12.97788
16.825,486.2,-1.15,0.25,88.0,100,48.96777,12.97784
16.85,485.9,-1.17,0.57,88.0,100,48.96799,12.9778
16.875,485.6,-1.18,0.57,88.0,100,48.96821,12.97777
16.9,485.3,-1.18,0.57,88.0,100,48.96844,12.97773
16.925,485.0,-1.18,0.57,88.0,100,48.96866,12.9777
16.95,484.7,-1.18,0.32,88.0,100,48.96889,12.97766
16.975,484.4,-1.18,0.0,88.0,100,48.96911,12.97763
17.0,484.1,-1.18,0.0,88.0,100,48.96933,12.97759
17.025,483.8,-1.18,0.0,88.0,100,48.96956,12.97756
17.05,483.5,-1.18,0.0,88.0,100,48.96978,12.97753
17.075,483.2,-1.18,3.09,88.0,100,48.97,12.97749
17.1,482.9,-1.18,5.38,88.0,100,48.97023,12.97746
17.125,482.6,-1.18,5.76,88.0,100,48.97045,12.97743
17.15,482.4,-1.18,12.22,88.0,100,48.97068,12.97741
17.175,482.1,-1.18,12.22,88.0,100,48.9709,12.97742
17.2,481.8,-1.18,12.94,88.0,100,48.97113,12.97743
17.225,481.5,-1.18,11.59,88.0,100,48.97135,12.97749
17.25,481.2,-1.18,13.89,88.0,100,48.97157,12.97754
17.275,480.9,-1.18,10.2,88.0,100,48.97179,12.97763
17.3,480.6,-1.18,10.2,88.0,100,48.972,12.97772
17.325,480.3,-1.18,8.31,88.0,100,48.97222,12.97783
17.35,480.0,-1.18,8.49,88.0,100,48.97242,12.97796
17.375,479.7,-1.18,5.8,88.0,100,48.97263,12.97809
17.4,479.4,-1.18,3.04,88.0,100,48.97284,12.97824
17.425,479.1,-1.18,3.04,88.0,100,48.97304,12.97839
17.45,478.8,-1.18,1.12,88.0,100,48.97324,12.97854
17.475,478.5,-1.18,0.05,88.0,100,48.97344,12.97869
17.5,478.2,-1.18,0.19,88.0,100,48.97364,12.97884
17.525,477.9,-1.18,0.35,88.0,100,48.97384,12.97899
17.55,477.6,-1.18,0.35,88.0,100,48.97405,12.97914
17.575,477.4,-1.18,2.7,88.0,100,48.97425,12.97929
17.6,477.1,-1.18,4.19,88.0,100,48.97445,12.97944
17.625,476.8,-1.18,6.63,88.0,100,48.97465,12.97959
17.65,476.5,-1.18,6.47,88.0,100,48.97486,12.97973
17.675,476.2,-1.18,7.33,84.6,100,48.97507,12.97985
17.7,475.9,-1.18,7.39,79.9,100,48.97528,12.97995
17.725,475.6,-1.18,5.85,74.9,100,48.9755,12.98006
17.75,475.3,-1.18,3.28,69.5,100,48.97571,12.98016
17.775,475.0,-1.18,3.28,63.7,100,48.97593,12.98024
17.8,474.7,-1.18,5.11,57.3,100,48.97615,12.98032
17.825,474.4,-1.18,5.04,50.0,50,48.97637,12.9804
17.85,474.1,-1.18,5.04,50.0,50,48.97659,12.98048
17.875,473.8,-1.16,7.19,50.0,50,48.97681,12.98054
17.9,473.5,-1.14,8.61,50.0,50,48.97703,12.98058
17.925,473.2,-1.1,5.91,50.0,50,48.97725,12.98063
17.95,472.9,-1.05,3.57,50.0,50,48.97748,12.98066
17.975,472.7,-0.98,3.62,50.0,50,48.9777,12.98067
18.0,472.4,-0.9,1.53,50.0,50,48.97793,12.98069
18.025,472.2,-0.81,0.11,50.0,50,48.97815,12.98071
18.05,472.1,-0.7,0.25,50.0,50,48.97838,12.98073
18.075,471.9,-0.59,0.38,50.0,50,48.9786,12.98074
18.1,471.8,-0.47,0.32,50.0,50,48.97882,12.98076
18.125,471.7,-0.35,0.66,50.0,50,48.97905,12.98078
18.15,471.7,-0.23,0.68,50.0,50,48.97927,12.9808
18.175,471.6,-0.11,0.54,50.0,50,48.9795,12.98081
18.2,471.6,0.0,0.41,50.0,50,48.97972,12.98083
18.225,471.7,0.12,0.41,50.0,50,48.97995,12.98085
18.25,471.7,0.24,0.02,50.0,50,48.98017,12.98086
18.275,471.8,0.36,0.0,50.0,50,48.9804,12.98088
18.3,471.9,0.48,0.0,50.0,50,48.98062,12.98089
18.325,472.1,0.6,0.16,50.0,50,48.98085,12.98091
18.35,472.3,0.71,0.24,50.0,50,48.98107,12.98092
18.375,472.5,0.83,0.24,50.0,50,48.98129,12.98094
18.4,472.7,0.94,0.25,50.0,50,48.98152,12.98096
18.425,473.0,1.03,0.28,50.0,50,48.98174,12.98097
18.45,473.3,1.11,0.15,50.0,50,48.98197,12.98099
18.475,473.6,1.17,1.85,50.0,50,48.98219,12.98101
18.5,473.9,1.23,2.47,50.0,50,48.98242,12.98102
18.525,474.2,1.26,2.56,50.0,50,48.98264,12.98104
18.55,474.6,1.29,2.87,50.0,50,48.98287,12.98104
18.575,474.9,1.3,3.44,57.3,100,48.98309,12.98104
18.6,475.2,1.3,4.49,63.7,100,48.98332,12.98104
18.625,475.5,1.3,4.27,69.5,100,48.98354,12.98104
18.65,475.9,1.3,4.34,74.9,100,48.98377,12.98104
18.675,476.2,1.3,4.11,79.9,100,48.98399,12.98102
18.7,476.5,1.3,4.37,84.6,100,48.98421,12.98099
18.725,476.8,1.3,1.52,88.0,100,48.98444,12.98097
18.75,477.2,1.3,1.28,88.0,100,48.98466,12.98094
18.775,477.5,1.3,1.25,88.0,100,48.98489,12.98091
18.8,477.8,1.3,1.13,88.0,100,48.98511,12.98087
18.825,478.2,1.3,0.29,88.0,100,48.98533,12.98084
18.85,478.5,1.3,0.29,88.0,100,48.98556,12.98081
18.875,478.8,1.3,0.15,88.0,100,48.98578,12.98078
18.9,479.1,1.3,0.0,88.0,100,48.98601,12.98075
18.925,479.5,1.3,0.13,88.0,100,48.98623,12.98072
18.95,479.8,1.3,0.16,88.0,100,48.98645,12.98069
18.975,480.1,1.3,0.47,88.0,100,48.98668,12.98066
19.0,480.4,1.3,0.49,88.0,100,48.9869,12.98063
19.025,480.8,1.3,0.49,88.0,100,48.98713,12.9806
19.05,481.1,1.3,0.36,88.0,100,48.98735,12.98057
19.075,481.4,1.3,0.33,88.0,100,48.98757,12.98054
19.1,481.7,1.3,0.01,88.0,100,48.9878,12.9805
19.125,482.1,1.3,0.0,88.0,100,48.98802,12.98047
19.15,482.4,1.3,0.34,88.0,100,48.98825,12.98044
19.175,482.7,1.3,0.86,88.0,100,48.98847,12.98041
19.2,483.0,1.3,0.86,88.0,100,48.98869,12.98038
19.225,483.4,1.3,0.86,88.0,100,48.98892,12.98035
19.25,483.7,1.3,0.92,88.0,100,48.98914,12.98032
19.275,484.0,1.3,1.04,88.0,100,48.98937,12.98029
19.3,484.3,1.3,0.51,88.0,100,48.98959,12.98027
19.325,484.7,1.3,0.51,88.0,100,48.98981,12.98024
19.35,485.0,1.3,0.51,88.0,100,48.99004,12.98021
19.375,485.3,1.3,0.45,88.0,100,48.99026,12.98018
19.4,485.7,1.3,0.0,88.0,100,48.99049,12.98015
19.425,486.0,1.3,0.08,88.0,100,48.99071,12.98012
19.45,486.3,1.3,1.61,88.0,100,48.99093,12.98009
19.475,486.6,1.3,4.18,88.0,100,48.99116,12.98007
19.5,487.0,1.3,6.69,88.0,100,48.99138,12.98004
19.525,487.3,1.3,9.07,88.0,100,48.99161,12.98002
19.55,487.6,1.3,11.98,88.0,100,48.99183,12.98002
19.575,487.9,1.3,12.03,88.0,100,48.99206,12.98004
19.6,488.3,1.3,10.44,88.0,100,48.99228,12.98008
19.625,488.6,1.3,8.93,88.0,100,48.9925,12.98014
19.65,488.9,1.3,9.48,88.0,100,48.99272,12.98021
19.675,489.2,1.3,6.5,88.0,100,48.99294,12.98029
19.7,489.6,1.3,4.91,88.0,100,48.99316,12.98038
19.725,489.9,1.3,4.35,88.0,100,48.99337,12.98048
19.75,490.2,1.3,4.72,88.0,100,48.99358,12.98059
19.775,490.5,1.3,2.18,88.0,100,48.9938,12.9807
19.8,490.9,1.3,2.76,88.0,100,48.99401,12.98081
19.825,491.2,1.3,2.88,88.0,100,48.99422,12.98093
19.85,491.5,1.3,2.92,88.0,100,48.99443,12.98105
19.875,491.8,1.3,1.6,88.0,100,48.99464,12.98116
19.9,492.2,1.3,1.65,88.0,100,48.99486,12.98127
19.925,492.5,1.3,1.36,88.0,100,48.99507,12.98138
19.95,492.8,1.3,4.2,88.0,100,48.99528,12.98149
19.975,493.2,1.3,10.25,88.0,100,48.99549,12.98161
20.0,493.5,1.3,18.59,87.6,100,48.99571,12.98172
20.025,493.8,1.3,22.79,83.1,100,48.99592,12.98181
20.05,494.1,1.3,26.66,78.3,100,48.99615,12.98185
20.075,494.5,1.3,29.51,74.4,100,48.99637,12.98183
20.1,494.8,1.3,27.79,76.7,100,48.99659,12.98177
20.125,495.1,1.3,20.02,81.6,100,48.99681,12.98169
20.15,495.4,1.3,16.31,86.2,100,48.99702,12.98156
20.175,495.8,1.29,12.4,88.0,100,48.99722,12.9814
20.2,496.1,1.25,7.38,88.0,100,48.99742,12.98124
20.225,496.4,1.2,2.59,88.0,100,48.99761,12.98107
20.25,496.7,1.13,2.11,88.0,100,48.99781,12.98091
20.275,497.0,1.05,2.81,88.0,100,48.99801,12.98074
20.3,497.3,0.94,5.86,88.0,100,48.9982,12.98058
20.325,497.5,0.82,10.11,88.0,100,48.9984,12.98042
20.35,497.7,0.69,15.7,88.0,100,48.9986,12.98027
20.375,497.8,0.53,19.27,88.0,100,48.99881,12.98014
20.4,497.9,0.38,22.04,86.1,100,48.99903,12.98005
20.425,497.9,0.22,21.42,87.3,100,48.99925,12.98
20.45,498.0,0.07,21.93,86.3,100,48.99947,12.97997
20.475,497.9,-0.09,20.07,88.0,100,48.9997,12.97998
20.5,497.9,-0.24,18.25,88.0,100,48.99992,12.98001
20.525,497.8,-0.4,14.03,88.0,100,49.00014,12.98008
20.55,497.6,-0.55,11.44,88.0,100,49.00036,12.98018
20.575,497.5,-0.7,6.0,88.0,100,49.00057,12.98029
20.6,497.2,-0.86,2.26,88.0,100,49.00078,12.9804
20.625,497.0,-1.01,0.38,88.0,100,49.001,12.98051
20.65,496.7,-1.17,0.21,88.0,100,49.00121,12.98062
20.675,496.4,-1.32,0.14,88.0,100,49.00142,12.98073
20.7,496.0,-1.46,0.48,88.0,100,49.00164,12.98084
20.725,495.6,-1.58,0.48,88.0,100,49.00185,12.98094
20.75,495.1,-1.68,0.48,88.0,100,49.00206,12.98105
20.775,494.7,-1.77,0.48,88.0,100,49.00228,12.98117
20.8,494.2,-1.84,0.45,88.0,100,49.00249,12.98128
20.825,493.7,-1.89,0.16,88.0,100,49.0027,12.98139
20.85,493.2,-1.92,0.21,88.0,100,49.00291,12.9815
20.875,492.7,-1.94,0.27,88.0,100,49.00312,12.98162
20.9,492.2,-1.94,0.27,88.0,100,49.00334,12.98173
20.925,491.8,-1.94,0.25,88.0,100,49.00355,12.98184
20.95,491.3,-1.94,0.11,88.0,100,49.00376,12.98195
20.975,490.8,-1.94,0.17,88.0,100,49.00398,12.98206
21.0,490.3,-1.94,0.5,88.0,100,49.00419,12.98217
21.025,489.8,-1.94,1.37,88.0,100,49.0044,12.98228
21.05,489.3,-1.94,1.69,88.0,100,49.00461,12.98239
21.075,488.8,-1.94,2.61,88.0,100,49.00483,12.9825
21.1,488.4,-1.94,5.3,88.0,100,49.00504,12.9826
21.125,487.9,-1.94,8.12,88.0,100,49.00526,12.9827
21.15,487.4,-1.94,7.25,88.0,100,49.00547,12.98279
21.175,486.9,-1.94,6.94,88.0,100,49.00569,12.98286
21.2,486.4,-1.94,7.29,88.0,100,49.00592,12.98291
21.225,485.9,-1.94,7.0,88.0,100,49.00614,12.98296
21.25,485.4,-1.94,5.5,88.0,100,49.00636,12.98301
21.275,485.0,-1.94,6.45,88.0,100,49.00659,12.98305
21.3,484.5,-1.94,8.12,88.0,100,49.00681,12.98307
21.325,484.0,-1.94,6.9,88.0,100,49.00703,12.98307
21.35,483.5,-1.94,4.51,88.0,100,49.00726,12.98307
21.375,483.0,-1.94,2.84,88.0,100,49.00748,12.98306
21.4,482.5,-1.94,2.26,88.0,100,49.00771,12.98305
21.425,482.0,-1.94,0.98,88.0,100,49.00793,12.98304
21.45,481.6,-1.94,0.94,88.0,100,49.00816,12.98303
21.475,481.1,-1.94,0.83,84.6,100,49.00838,12.98301
21.5,480.6,-1.94,1.49,79.9,100,49.00861,12.983
21.525,480.1,-1.94,1.56,74.9,100,49.00883,12.98298
21.55,479.6,-1.94,1.78,69.5,100,49.00906,12.98296
21.575,479.1,-1.94,2.46,63.7,100,49.00928,12.98295
21.6,478.6,-1.94,2.49,57.3,100,49.00951,12.98294
21.625,478.2,-1.94,2.0,50.0,50,49.00973,12.98293
21.65,477.7,-1.94,1.6,50.0,50,49.00995,12.98291
21.675,477.2,-1.94,1.22,50.0,50,49.01018,12.98289
21.7,476.7,-1.94,2.77,50.0,50,49.0104,12.98288
21.725,476.2,-1.94,5.83,50.0,50,49.01063,12.98286
21.75,475.7,-1.94,6.08,50.0,50,49.01085,12.98285
21.775,475.2,-1.94,6.77,50.0,50,49.01108,12.98285
21.8,474.8,-1.94,6.96,50.0,50,49.0113,12.98288
21.825,474.3,-1.94,11.52,50.0,50,49.01153,12.98291
21.85,473.8,-1.94,20.97,50.0,50,49.01175,12.98293
21.875,473.3,-1.93,36.93,50.0,50,49.01197,12.98295
21.9,472.8,-1.9,45.92,50.0,50,49.01219,12.98302
21.925,472.3,-1.86,51.76,50.0,50,49.01239,12.98318
21.95,471.9,-1.81,49.26,50.0,50,49.01254,12.98343
21.975,471.4,-1.75,37.96,50.0,50,49.01272,12.98363
22.0,471.0,-1.67,24.23,50.0,50,49.01292,12.9838
22.025,470.6,-1.58,15.85,50.0,50,49.01312,12.98393
22.05,470.2,-1.48,11.54,50.0,50,49.01333,12.98405
22.075,469.9,-1.37,9.74,50.0,50,49.01355,12.98416
22.1,469.5,-1.25,9.87,50.0,50,49.01376,12.98426
22.125,469.3,-1.14,18.14,50.0,50,49.01398,12.98434
22.15,469.0,-1.02,36.19,50.0,50,49.0142,12.9844
22.175,468.8,-0.91,54.67,50.0,50,49.01442,12.98448
22.2,468.6,-0.79,72.0,47.6,50,49.01462,12.98463
22.225,468.4,-0.68,76.84,46.1,50,49.01476,12.98489
22.25,468.3,-0.56,76.85,46.1,50,49.01482,12.98522
22.275,468.2,-0.45,72.96,47.3,50,49.01478,12.98555
22.3,468.1,-0.33,71.33,47.9,50,49.0147,12.98588
22.325,468.0,-0.22,70.36,48.2,50,49.01469,12.98621
22.35,468.0,-0.1,64.34,50.0,50,49.01474,12.98654
22.375,468.0,0.01,53.54,50.0,50,49.01488,12.98681
22.4,468.0,0.12,38.06,50.0,50,49.01508,12.98697
22.425,468.1,0.21,20.66,50.0,50,49.01528,12.98713
22.45,468.2,0.28,1.96,50.0,50,49.01547,12.9873
22.475,468.3,0.35,1.85,50.0,50,49.01567,12.98746
22.5,468.4,0.4,4.3,50.0,50,49.01587,12.98763
22.525,468.5,0.44,7.35,50.0,50,49.01606,12.9878
22.55,468.7,0.46,7.9,50.0,50,49.01625,12.98797
22.575,468.8,0.47,17.7,50.0,50,49.01644,12.98816
22.6,468.9,0.47,24.6,50.0,50,49.01662,12.98837
22.625,469.0,0.47,33.41,50.0,50,49.01679,12.98859
22.65,469.1,0.47,48.24,50.0,50,49.01693,12.98886
22.675,469.3,0.47,59.33,50.0,50,49.01704,12.98916
22.7,469.4,0.47,51.39,50.0,50,49.01719,12.98941
22.725,469.5,0.47,45.6,50.0,50,49.0174,12.98955
22.75,469.6,0.47,35.56,50.0,50,49.01762,12.98959
22.775,469.7,0.47,19.82,50.0,50,49.01784,12.98963
22.8,469.8,0.47,9.38,50.0,50,49.01807,12.98965
22.825,470.0,0.47,11.4,50.0,50,49.01829,12.98966
22.85,470.1,0.47,11.64,50.0,50,49.01852,12.98966
22.875,470.2,0.47,10.23,50.0,50,49.01874,12.98964
22.9,470.3,0.47,8.07,50.0,50,49.01896,12.98959
22.925,470.4,0.47,6.19,50.0,50,49.01918,12.98952
22.95,470.6,0.47,2.58,50.0,50,49.0194,12.98946
22.975,470.7,0.47,1.14,50.0,50,49.01962,12.9894
23.0,470.8,0.47,1.14,50.0,50,49.01985,12.98934
23.025,470.9,0.47,3.27,50.0,50,49.02007,12.98929
23.05,471.0,0.47,8.92,50.0,50,49.02029,12.98923
23.075,471.1,0.47,14.86,50.0,50,49.02051,12.98918
23.1,471.3,0.47,15.59,50.0,50,49.02073,12.98911
23.125,471.4,0.47,16.17,50.0,50,49.02094,12.98899
23.15,471.5,0.47,14.82,50.0,50,49.02114,12.98883
23.175,471.6,0.47,14.28,50.0,50,49.02134,12.98867
23.2,471.7,0.47,20.64,50.0,50,49.02154,12.9885
23.225,471.9,0.47,32.49,50.0,50,49.02173,12.98833
23.25,472.0,0.47,33.66,50.0,50,49.02191,12.98812
23.275,472.1,0.47,33.71,50.0,50,49.02204,12.98784
23.3,472.2,0.47,30.52,50.0,50,49.02212,12.98752
23.325,472.3,0.47,29.11,50.0,50,49.02219,12.9872
23.35,472.4,0.47,32.24,50.0,50,49.02226,12.98687
23.375,472.6,0.47,62.47,45.3,50,49.02234,12.98655
23.4,472.7,0.47,128.46,35.7,50,49.02247,12.98627
23.425,472.8,0.47,163.99,31.6,50,49.02263,12.9861
23.45,472.9,0.47,154.88,32.5,50,49.02283,12.98612
23.475,473.0,0.47,142.31,33.9,50,49.02287,12.98581
23.5,473.2,0.47,112.28,38.1,50,49.02306,12.98564
23.525,473.3,0.47,48.35,47.3,50,49.02326,12.98547
23.55,473.4,0.47,13.87,50.0,50,49.02347,12.98533
23.575,473.5,0.47,13.55,50.0,50,49.02367,12.9852
23.6,473.6,0.47,12.69,57.3,100,49.02389,12.98509
23.625,473.8,0.47,13.49,63.7,100,49.02411,12.98501
23.65,473.9,0.47,11.87,69.5,100,49.02433,12.98494
23.675,474.0,0.47,11.04,74.9,100,49.02455,12.98489
23.7,474.1,0.47,12.54,79.9,100,49.02477,12.98486
23.725,474.2,0.47,13.19,84.6,100,49.025,12.98484
23.75,474.3,0.47,11.75,88.0,100,49.02522,12.98484
23.775,474.5,0.47,13.58,88.0,100,49.02545,12.98486
23.8,474.6,0.47,12.67,88.0,100,49.02567,12.98491
23.825,474.7,0.47,12.08,88.0,100,49.02589,12.98497
23.85,474.8,0.47,12.29,88.0,100,49.02611,12.98505
23.875,474.9,0.47,13.83,88.0,100,49.02632,12.98514
23.9,475.1,0.47,14.13,88.0,100,49.02654,12.98525
23.925,475.2,0.47,16.95,88.0,100,49.02674,12.98539
23.95,475.3,0.47,15.84,88.0,100,49.02694,12.98554
23.975,475.4,0.47,12.9,88.0,100,49.02714,12.98572
24.0,475.5,0.47,13.22,88.0,100,49.02732,12.98592
24.025,475.6,0.47,12.21,88.0,100,49.02749,12.98614
24.05,475.8,0.47,7.45,88.0,100,49.02766,12.98636
24.075,475.9,0.47,5.77,88.0,100,49.02783,12.98659
24.1,476.0,0.47,5.75,88.0,100,49.02798,12.98684
24.125,476.1,0.47,2.69,88.0,100,49.02814,12.98709
24.15,476.2,0.47,1.11,88.0,100,49.02829,12.98734
24.175,476.4,0.47,1.11,88.0,100,49.02845,12.98759
24.2,476.5,0.47,1.11,88.0,100,49.0286,12.98783
24.225,476.6,0.47,1.26,88.0,100,49.02876,12.98808
24.25,476.7,0.47,1.68,88.0,100,49.02892,12.98832
24.275,476.8,0.47,1.03,88.0,100,49.02907,12.98857
24.3,476.9,0.47,1.05,88.0,100,49.02923,12.98882
24.325,477.1,0.47,3.66,88.0,100,49.02938,12.98907
24.35,477.2,0.47,6.69,88.0,100,49.02954,12.98932
24.375,477.3,0.47,10.19,88.0,100,49.02969,12.98957
24.4,477.4,0.47,12.5,88.0,100,49.02985,12.9898
24.425,477.5,0.47,18.59,88.0,100,49.03003,12.99002
24.45,477.7,0.47,17.71,88.0,100,49.03021,12.99022
24.475,477.8,0.47,14.73,88.0,100,49.0304,12.99039
24.5,477.9,0.47,11.13,88.0,100,49.03061,12.99053
24.525,478.0,0.47,8.66,88.0,100,49.03082,12.99066
24.55,478.1,0.47,4.02,88.0,100,49.03103,12.99078
24.575,478.3,0.47,3.78,88.0,100,49.03124,12.9909
24.6,478.4,0.47,9.53,88.0,100,49.03145,12.99102
24.625,478.5,0.47,10.88,88.0,100,49.03166,12.99115
24.65,478.6,0.47,15.23,88.0,100,49.03186,12.99129
24.675,478.7,0.47,15.12,88.0,100,49.03205,12.99147
24.7,478.8,0.47,13.98,88.0,100,49.03224,12.99167
24.725,479.0,0.47,8.5,88.0,100,49.03241,12.99188
24.75,479.1,0.47,8.68,88.0,100,49.03258,12.99211
24.775,479.2,0.47,7.55,88.0,100,49.03275,12.99234
24.8,479.3,0.47,10.42,88.0,100,49.03292,12.99256
24.825,479.4,0.47,11.58,88.0,100,49.0331,12.99278
24.85,479.6,0.47,10.93,88.0,100,49.03328,12.99297
24.875,479.7,0.47,8.98,88.0,100,49.03348,12.99314
24.9,479.8,0.47,5.75,88.0,100,49.03368,12.99329
24.925,479.9,0.47,2.37,88.0,100,49.03388,12.99345
24.95,480.0,0.47,0.98,88.0,100,49.03408,12.99361
24.975,480.1,0.47,3.72,88.0,100,49.03428,12.99377
25.0,480.3,0.47,8.53,88.0,100,49.03448,12.99392
25.025,480.4,0.47,12.6,88.0,100,49.03468,12.99407
25.05,480.5,0.47,16.22,88.0,100,49.03489,12.9942
25.075,480.6,0.47,20.05,88.0,100,49.0351,12.9943
25.1,480.7,0.47,21.81,85.3,100,49.03532,12.99436
25.125,480.9,0.47,19.22,80.6,100,49.03555,12.9944
25.15,481.0,0.47,21.52,75.6,100,49.03577,12.99441
25.175,481.1,0.47,30.7,70.2,100,49.03599,12.99438
25.2,481.2,0.47,39.29,64.5,100,49.03622,12.99437
25.225,481.3,0.47,37.32,66.2,100,49.03644,12.9944
25.25,481.4,0.47,35.47,67.9,100,49.03665,12.99454
25.275,481.6,0.47,31.64,71.9,100,49.03682,12.99475
25.3,481.7,0.47,30.96,71.5,100,49.03699,12.99498
25.325,481.8,0.47,32.59,65.8,100,49.03716,12.99521
25.35,481.9,0.47,45.95,59.6,100,49.03733,12.99542
25.375,482.0,0.47,56.05,54.0,100,49.03754,12.99555
25.4,482.2,0.47,61.03,51.7,100,49.03776,12.99557
25.425,482.3,0.47,48.09,50.0,50,49.03798,12.99548
25.45,482.4,0.47,33.99,50.0,50,49.03818,12.99532
25.475,482.5,0.47,18.32,50.0,50,49.03835,12.99511
25.5,482.6,0.47,7.95,50.0,50,49.03853,12.9949
25.525,482.8,0.47,0.43,50.0,50,49.03871,12.99469
25.55,482.9,0.47,0.43,50.0,50,49.03889,12.99448
25.575,483.0,0.47,0.64,50.0,50,49.03906,12.99427
25.6,483.1,0.47,0.47,50.0,50,49.03924,12.99406
25.625,483.2,0.47,0.36,50.0,50,49.03942,12.99385
25.65,483.3,0.47,0.36,50.0,50,49.0396,12.99364
25.675,483.5,0.47,3.36,50.0,50,49.03978,12.99343
25.7,483.6,0.48,26.67,47.0,50,49.03995,12.99322
25.725,483.7,0.48,114.34,37.8,50,49.04013,12.99301
25.75,483.8,0.48,138.47,34.3,50,49.0403,12.99278
25.775,483.9,0.49,155.41,32.4,50,49.04049,12.99272
25.8,484.1,0.49,155.44,32.4,50,49.04039,12.99249
25.825,484.2,0.5,133.85,34.9,50,49.04039,12.99216
25.85,484.3,0.5,47.43,44.7,50,49.04046,12.99184
25.875,484.4,0.51,23.31,50.0,50,49.04055,12.99152
25.9,484.6,0.52,6.46,50.0,50,49.04065,12.99121
25.925,484.7,0.52,3.58,50.0,50,49.04075,12.99091
25.95,484.8,0.53,1.93,50.0,50,49.04086,12.99061
25.975,485.0,0.54,0.71,50.0,50,49.04096,12.9903
26.0,485.1,0.55,0.81,50.0,50,49.04107,12.99
26.025,485.2,0.55,4.47,50.0,50,49.04117,12.9897
26.05,485.4,0.56,12.46,50.0,50,49.04128,12.9894
26.075,485.5,0.57,22.08,50.0,50,49.04139,12.9891
26.1,485.7,0.57,27.89,50.0,50,49.04151,12.98881
26.125,485.8,0.58,32.3,50.0,50,49.04166,12.98856
26.15,486.0,0.59,28.56,50.0,50,49.04185,12.98837
26.175,486.1,0.6,20.41,50.0,50,49.04205,12.98822
26.2,486.3,0.6,10.41,50.0,50,49.04226,12.98809
26.225,486.4,0.61,5.68,50.0,50,49.04247,12.98797
26.25,486.6,0.61,1.62,50.0,50,49.04268,12.98785
26.275,486.7,0.62,5.25,50.0,50,49.04289,12.98772
26.3,486.9,0.62,6.11,50.0,50,49.0431,12.98759
26.325,487.0,0.62,9.18,50.0,50,49.0433,12.98746
26.35,487.2,0.62,11.64,50.0,50,49.04352,12.98735
26.375,487.3,0.62,17.2,50.0,50,49.04373,12.98724
26.4,487.5,0.62,18.35,50.0,50,49.04395,12.98714
26.425,487.7,0.63,23.18,50.0,50,49.04417,12.98708
26.45,487.8,0.62,22.31,50.0,50,49.04439,12.98705
26.475,488.0,0.63,18.73,50.0,50,49.04461,12.98707
26.5,488.1,0.62,13.1,50.0,50,49.04484,12.98712
26.525,488.3,0.62,14.64,50.0,50,49.04506,12.9872
26.55,488.4,0.63,12.49,50.0,50,49.04528,12.98727
26.575,488.6,0.62,18.2,50.0,50,49.0455,12.98734
26.6,488.8,0.63,21.71,50.0,50,49.04571,12.98745
26.625,488.9,0.62,29.69,50.0,50,49.04591,12.98759
26.65,489.1,0.62,27.0,50.0,50,49.0461,12.98778
26.675,489.2,0.63,25.34,50.0,50,49.04628,12.988
26.7,489.4,0.62,17.48,50.0,50,49.04642,12.98825
26.725,489.5,0.63,16.94,50.0,50,49.04656,12.98853
26.75,489.7,0.62,12.24,50.0,50,49.04668,12.98881
26.775,489.8,0.62,10.07,50.0,50,49.04681,12.98909
26.8,490.0,0.63,13.08,50.0,50,49.04693,12.98939
26.825,490.2,0.62,13.04,50.0,50,49.04706,12.98967
26.85,490.3,0.63,10.02,50.0,50,49.04719,12.98994
26.875,490.5,0.62,6.36,50.0,50,49.04734,12.99019
26.9,490.6,0.62,5.33,50.0,50,49.0475,12.99044
26.925,490.8,0.63,1.44,50.0,50,49.04765,12.99069
26.95,490.9,0.62,1.44,50.0,50,49.04781,12.99094
26.975,491.1,0.63,4.63,50.0,50,49.04796,12.99119
27.0,491.2,0.62,5.33,50.0,50,49.04812,12.99143
27.025,491.4,0.62,4.97,50.0,50,49.04828,12.99168
27.05,491.6,0.63,4.23,50.0,50,49.04845,12.9919
27.075,491.7,0.62,4.23,50.0,50,49.04862,12.99212
27.1,491.9,0.63,1.39,50.0,50,49.04879,12.99235
27.125,492.0,0.62,0.84,50.0,50,49.04896,12.99257
27.15,492.2,0.62,1.14,50.0,50,49.04913,12.99279
27.175,492.3,0.63,0.97,50.0,50,49.0493,12.99302
27.2,492.5,0.62,5.42,50.0,50,49.04947,12.99324
27.225,492.7,0.63,7.43,50.0,50,49.04964,12.99346
27.25,492.8,0.62,14.04,50.0,50,49.04981,12.99369
27.275,493.0,0.62,21.93,50.0,50,49.05,12.99388
27.3,493.1,0.63,24.78,50.0,50,49.05019,12.99406
27.325,493.3,0.62,24.93,50.0,50,49.0504,12.9942
27.35,493.4,0.63,22.69,50.0,50,49.05062,12.99427
27.375,493.6,0.62,19.14,50.0,50,49.05084,12.99433
27.4,493.8,0.62,11.02,50.0,50,49.05106,12.99435
27.425,493.9,0.63,11.04,50.0,50,49.05129,12.99437
27.45,494.1,0.62,12.95,50.0,50,49.05151,12.99437
27.475,494.2,0.63,16.51,50.0,50,49.05174,12.99436
27.5,494.4,0.62,26.04,50.0,50,49.05196,12.99438
27.525,494.5,0.62,32.39,50.0,50,49.05218,12.99445
27.55,494.7,0.63,38.93,57.3,100,49.05239,12.99455
27.575,494.8,0.62,40.97,63.1,100,49.05258,12.99473
